product_id,upc,product_name,department,subcategory,brand,supplier_id,standard_cost,regular_price,tax_category,product_status,launch_date
SKU0000016,150957226209,Classic Decor Item 16,Home,Decor,Healthyyou,SUP00001,294.07,579.13,Taxable,Discontinued,
SKU0000017,147395284996,Smart Fitness Item 17,Sports,Fitness,Northpeak,SUP00031,66.57,99.36,Food Exempt,Active,2021-07-23
SKU0000018,855040992864,Value Kitchen Item 18,Home,Kitchen,Techline,SUP00042,309.53,685.31,Food Exempt,Active,2024-12-05
SKU0000019,966339181322,Everyday Pharmacy Item 19,Health & Beauty,Pharmacy,Greathome,SUP00021,61.04,115.04,Taxable,Active,
SKU0000020,172834573053,Everyday Printing Item 20,Office,Printing,Greathome,SUP00027,329.36,812.3,Pharmacy Exempt,Active,2025-02-28
SKU0000021,674740164761,Value Outdoor Item 21,Sports,Outdoor,Healthyyou,SUP00046,377.32,748.96,Food Exempt,Discontinued,
SKU0000022,843267900659,Family Printing Item 22,Office,Printing,Northpeak,SUP00049,185.15,269.66,Pharmacy Exempt,Discontinued,
SKU0000023,646557166526,Everyday Gaming Item 23,Electronics,Gaming,Techline,SUP00010,238.28,264.07,Pharmacy Exempt,Active,
SKU0000024,582864521593,Family Fitness Item 24,Sports,Fitness,Northpeak,SUP00044,223.46,349.75,Food Exempt,Active,
SKU0000025,114958418698,Classic Tires Item 25,Automotive,Tires,Techline,SUP00021,311.0,564.6,Taxable,Seasonal,
SKU0000026,516113325880,Everyday Fitness Item 26,Sports,Fitness,Greathome,SUP00048,167.33,354.26,Pharmacy Exempt,Active,2019-12-04
SKU0000027,867822712012,Value Fitness Item 27,Sports,Fitness,Techline,SUP00056,446.36,684.34,Pharmacy Exempt,Active,
SKU0000028,379969289787,Value Produce Item 28,Grocery,Produce,Valueplus,SUP00048,241.93,320.01,Pharmacy Exempt,Active,
SKU0000029,884595515051,Smart School Supplies Item 29,Office,School Supplies,Greathome,SUP00068,419.05,532.01,Taxable,Discontinued,
SKU0000030,308237909186,Classic Computers Item 30,Electronics,Computers,Healthyyou,SUP00074,149.2,341.8,Food Exempt,Discontinued,
SKU0000031,675429381719,Family School Supplies Item 31,Office,School Supplies,Healthyyou,SUP00002,196.94,289.05,Pharmacy Exempt,Active,
SKU0000032,295449382718,Family School Supplies Item 32,Office,School Supplies,Healthyyou,SUP00025,134.43,308.29,Pharmacy Exempt,Discontinued,2019-07-15
SKU0000033,787213467567,Classic Kitchen Item 33,Home,Kitchen,Healthyyou,SUP00009,437.33,711.31,Taxable,Active,2024-03-30
SKU0000034,494986332586,Family Women Item 34,Apparel,Women,Valueplus,SUP00056,20.42,54.75,Food Exempt,Discontinued,
SKU0000035,115000316672,Smart Wellness Item 35,Health & Beauty,Wellness,Techline,SUP00012,172.98,231.61,Food Exempt,Active,2018-05-31
SKU0000036,748963113994,Classic Dairy Item 36,Grocery,Dairy,Healthyyou,SUP00006,80.1,110.17,Taxable,Active,
SKU0000037,574593920538,Family Shoes Item 37,Apparel,Shoes,Healthyyou,SUP00001,143.95,166.08,Food Exempt,Discontinued,
SKU0000038,881061565366,Value Audio Item 38,Electronics,Audio,Northpeak,SUP00014,376.01,914.63,Taxable,Seasonal,
SKU0000039,714707972151,Classic Audio Item 39,Electronics,Audio,Urbanbasics,SUP00049,83.24,132.22,Taxable,Seasonal,
SKU0000040,299039772586,Value Fitness Item 40,Sports,Fitness,Greathome,SUP00036,59.19,124.99,Taxable,Seasonal,2022-06-11
SKU0000041,520729507246,Family Pantry Item 41,Grocery,Pantry,Greathome,SUP00023,152.46,177.6,Pharmacy Exempt,Discontinued,2025-08-21
SKU0000042,807714826450,Everyday Printing Item 42,Office,Printing,Techline,SUP00001,117.28,131.79,Taxable,Active,2023-05-30
SKU0000043,508002046455,Smart Kids Item 43,Apparel,Kids,Urbanbasics,SUP00062,303.25,563.66,Food Exempt,Active,
SKU0000044,695016071167,Family Bedding Item 44,Home,Bedding,Healthyyou,SUP00042,397.67,836.26,Food Exempt,Active,2022-05-16
SKU0000045,489190490011,Family Pantry Item 45,Grocery,Pantry,Techline,SUP00012,392.4,943.16,Taxable,Active,
SKU0000046,972673983105,Smart Pantry Item 46,Grocery,Pantry,Healthyyou,SUP00059,329.67,790.95,Taxable,Active,2020-06-23
SKU0000047,753693111531,Family Men Item 47,Apparel,Men,Freshway,SUP00010,11.17,21.74,Taxable,Active,
SKU0000048,834497305775,Classic Storage Item 48,Home,Storage,Techline,SUP00003,378.7,888.44,Pharmacy Exempt,Active,2020-05-18
SKU0000049,946649982901,Premium Bedding Item 49,Home,Bedding,Valueplus,SUP00061,447.38,761.14,Pharmacy Exempt,Active,
SKU0000050,621422856407,Premium Outdoor Item 50,Sports,Outdoor,Healthyyou,SUP00004,427.63,565.87,Pharmacy Exempt,Seasonal,2023-01-24
SKU0000051,120900611975,Everyday Kitchen Item 51,Home,Kitchen,Techline,SUP00037,36.76,49.06,Food Exempt,Active,
SKU0000052,473436668855,Family Pharmacy Item 52,Health & Beauty,Pharmacy,Freshway,SUP00028,196.43,342.09,Pharmacy Exempt,Discontinued,
SKU0000053,764280459429,Value Frozen Item 53,Grocery,Frozen,Northpeak,SUP00004,107.6,276.92,Pharmacy Exempt,Seasonal,2020-01-05
SKU0000054,270644790339,Everyday Kids Item 54,Apparel,Kids,Valueplus,SUP00024,78.52,208.2,Food Exempt,Active,
SKU0000055,197387244623,Premium Shoes Item 55,Apparel,Shoes,Valueplus,SUP00062,31.3,63.35,Pharmacy Exempt,Discontinued,
SKU0000056,360150858192,Classic Personal Care Item 56,Health & Beauty,Personal Care,Greathome,SUP00031,252.23,501.32,Taxable,Seasonal,
SKU0000057,858473404170,Smart Pharmacy Item 57,Health & Beauty,Pharmacy,Urbanbasics,SUP00067,112.21,208.4,Pharmacy Exempt,Active,2021-11-15
SKU0000058,856531909625,Smart Men Item 58,Apparel,Men,Urbanbasics,SUP00034,311.48,834.85,Pharmacy Exempt,Discontinued,2022-08-13
SKU0000059,981329577583,Family Accessories Item 59,Electronics,Accessories,Northpeak,SUP00019,207.31,420.24,Taxable,Active,
SKU0000060,559160644200,Everyday Cycling Item 60,Sports,Cycling,Healthyyou,SUP00074,394.22,897.42,Taxable,Active,2024-03-10
SKU0000061,670754309504,Value Men Item 61,Apparel,Men,Techline,SUP00013,83.47,165.97,Food Exempt,Discontinued,2023-08-09
SKU0000062,985485413131,Premium Dairy Item 62,Grocery,Dairy,Valueplus,SUP00071,324.53,366.28,Pharmacy Exempt,Active,
SKU0000063,468517431453,Smart Accessories Item 63,Automotive,Accessories,Greathome,SUP00028,412.24,997.81,Pharmacy Exempt,Seasonal,
SKU0000064,914612198313,Everyday Fitness Item 64,Sports,Fitness,Techline,SUP00071,17.75,23.81,Food Exempt,Discontinued,2019-03-23
SKU0000065,361774249792,Family Audio Item 65,Electronics,Audio,Greathome,SUP00066,115.06,174.66,Pharmacy Exempt,Active,2025-03-08
SKU0000066,871134129751,Value Audio Item 66,Electronics,Audio,Urbanbasics,SUP00046,402.01,651.9,Food Exempt,Discontinued,2018-06-09
SKU0000067,963252454789,Premium Shoes Item 67,Apparel,Shoes,Freshway,SUP00043,303.81,774.41,Taxable,Discontinued,
SKU0000068,680255304439,Value Women Item 68,Apparel,Women,Valueplus,SUP00048,179.94,202.94,Taxable,Active,
SKU0000069,552039792438,Smart Men Item 69,Apparel,Men,Urbanbasics,SUP00014,399.05,545.82,Taxable,Discontinued,2024-02-25
SKU0000070,666255709111,Family Decor Item 70,Home,Decor,Northpeak,SUP00033,166.15,293.15,Taxable,Active,
SKU0000071,786381903472,Smart Shoes Item 71,Apparel,Shoes,Northpeak,SUP00010,230.32,454.76,Taxable,Seasonal,
SKU0000072,154906711138,Value Produce Item 72,Grocery,Produce,Greathome,SUP00041,334.64,697.8,Pharmacy Exempt,Active,2023-06-09
SKU0000073,467699401682,Smart Outdoor Item 73,Sports,Outdoor,Valueplus,SUP00058,295.92,399.91,Taxable,Active,2020-07-12
SKU0000074,960850286590,Premium Kitchen Item 74,Home,Kitchen,Northpeak,SUP00064,339.33,418.22,Pharmacy Exempt,Discontinued,2024-04-08
SKU0000075,907124559742,Premium Fitness Item 75,Sports,Fitness,Northpeak,SUP00070,95.23,215.49,Food Exempt,Active,2021-01-28
SKU0000076,767388073060,Value Personal Care Item 76,Health & Beauty,Personal Care,Healthyyou,SUP00035,297.8,376.92,Food Exempt,Active,
SKU0000077,360248294123,Premium Stationery Item 77,Office,Stationery,Techline,SUP00002,436.01,1163.09,Food Exempt,Discontinued,
SKU0000078,533976087952,Value Outdoor Item 78,Sports,Outdoor,Urbanbasics,SUP00015,26.96,46.7,Taxable,Discontinued,2021-06-16
SKU0000079,253066898302,Smart School Supplies Item 79,Office,School Supplies,Freshway,SUP00052,284.51,745.8,Pharmacy Exempt,Active,
SKU0000080,492721064576,Smart Computers Item 80,Electronics,Computers,Healthyyou,SUP00041,310.58,433.14,Pharmacy Exempt,Active,
SKU0000081,888528553929,Smart Women Item 81,Apparel,Women,Techline,SUP00070,199.39,528.22,Pharmacy Exempt,Active,
SKU0000082,713643922069,Family Kids Item 82,Apparel,Kids,Urbanbasics,SUP00031,189.35,367.62,Taxable,Active,2025-12-18
SKU0000083,957990701068,Smart Pantry Item 83,Grocery,Pantry,Techline,SUP00052,241.61,501.55,Pharmacy Exempt,Active,2019-01-04
SKU0000084,456216810912,Everyday Gaming Item 84,Electronics,Gaming,Healthyyou,SUP00074,208.61,444.18,Taxable,Active,
SKU0000085,566306077424,Premium Accessories Item 85,Automotive,Accessories,Healthyyou,SUP00029,152.6,372.2,Taxable,Seasonal,
SKU0000086,641966777004,Premium Accessories Item 86,Electronics,Accessories,Northpeak,SUP00032,326.28,609.71,Taxable,Seasonal,
SKU0000087,921265060780,Value Storage Item 87,Home,Storage,Valueplus,SUP00011,237.92,640.94,Taxable,Active,2022-07-07
SKU0000088,775886995146,Smart Audio Item 88,Electronics,Audio,Healthyyou,SUP00055,389.68,475.62,Food Exempt,Active,
SKU0000089,372178053057,Classic Accessories Item 89,Automotive,Accessories,Healthyyou,SUP00075,56.99,137.95,Food Exempt,Discontinued,
SKU0000090,467734041921,Premium Bedding Item 90,Home,Bedding,Northpeak,SUP00009,309.03,710.58,Pharmacy Exempt,Discontinued,
SKU0000091,629197598595,Everyday Kids Item 91,Apparel,Kids,Techline,SUP00007,83.66,190.56,Pharmacy Exempt,Active,
SKU0000092,961211771329,Value Beverages Item 92,Grocery,Beverages,Valueplus,SUP00013,305.94,417.78,Pharmacy Exempt,Active,2023-10-18
SKU0000093,209571932275,Smart Pantry Item 93,Grocery,Pantry,Greathome,SUP00026,366.92,881.36,Taxable,Discontinued,2026-04-30
SKU0000094,839223526771,Family Accessories Item 94,Automotive,Accessories,Urbanbasics,SUP00055,36.27,90.52,Taxable,Active,2023-03-26
SKU0000095,374923427567,Premium Stationery Item 95,Office,Stationery,Greathome,SUP00053,216.54,325.16,Food Exempt,Seasonal,2018-03-13
SKU0000096,153989019448,Value Storage Item 96,Home,Storage,Northpeak,SUP00016,38.83,83.21,Taxable,Active,2024-05-03
SKU0000097,180696267986,Family Computers Item 97,Electronics,Computers,Techline,SUP00013,434.37,619.42,Food Exempt,Seasonal,2023-06-19
SKU0000098,116285812536,Classic Fitness Item 98,Sports,Fitness,Healthyyou,SUP00065,36.33,58.75,Pharmacy Exempt,Active,
SKU0000099,358205212187,Premium Shoes Item 99,Apparel,Shoes,Freshway,SUP00029,30.06,79.39,Taxable,Active,
SKU0000100,225887342825,Value Decor Item 100,Home,Decor,Valueplus,SUP00022,90.97,151.55,Taxable,Active,
SKU0000101,818880996303,Everyday Printing Item 101,Office,Printing,Freshway,SUP00042,344.7,730.64,Pharmacy Exempt,Seasonal,2025-09-13
SKU0000102,918340413439,Value Stationery Item 102,Office,Stationery,Northpeak,SUP00047,209.18,418.37,Food Exempt,Active,2019-02-07
SKU0000103,558639684410,Premium Storage Item 103,Home,Storage,Urbanbasics,SUP00040,195.77,421.57,Food Exempt,Seasonal,2025-06-06
SKU0000104,839963280476,Smart Pharmacy Item 104,Health & Beauty,Pharmacy,Urbanbasics,SUP00066,329.91,843.04,Pharmacy Exempt,Active,2020-02-24
SKU0000105,462459045997,Everyday Bedding Item 105,Home,Bedding,Greathome,SUP00009,127.37,162.0,Pharmacy Exempt,Seasonal,2023-01-09
SKU0000106,811001570918,Premium Storage Item 106,Home,Storage,Healthyyou,SUP00075,27.83,43.63,Taxable,Active,2021-07-03
SKU0000107,596289303463,Smart Men Item 107,Apparel,Men,Greathome,SUP00024,324.95,486.66,Pharmacy Exempt,Active,2021-08-07
SKU0000108,421289179328,Premium Produce Item 108,Grocery,Produce,Greathome,SUP00062,235.4,601.15,Taxable,Seasonal,2018-10-04
SKU0000109,787316921715,Value Men Item 109,Apparel,Men,Freshway,SUP00002,382.09,874.15,Pharmacy Exempt,Discontinued,2021-12-19
SKU0000110,329476725863,Everyday Kids Item 110,Apparel,Kids,Valueplus,SUP00052,383.96,611.54,Taxable,Seasonal,
SKU0000111,197107625076,Classic Decor Item 111,Home,Decor,Techline,SUP00002,298.38,557.52,Food Exempt,Active,2019-12-26
SKU0000112,188406954968,Family Tires Item 112,Automotive,Tires,Northpeak,SUP00037,184.22,314.02,Food Exempt,Discontinued,2025-08-10
SKU0000113,598971503219,Classic Kids Item 113,Apparel,Kids,Greathome,SUP00026,220.12,313.01,Taxable,Discontinued,
SKU0000114,437535756918,Value Audio Item 114,Electronics,Audio,Northpeak,SUP00060,165.57,233.27,Food Exempt,Seasonal,
SKU0000115,677166778798,Smart Printing Item 115,Office,Printing,Urbanbasics,SUP00074,10.18,14.48,Food Exempt,Discontinued,2018-01-08
SKU0000116,233828186633,Value Printing Item 116,Office,Printing,Healthyyou,SUP00031,419.57,910.2,Food Exempt,Discontinued,
SKU0000117,454901067000,Premium Women Item 117,Apparel,Women,Healthyyou,SUP00029,436.75,1135.6,Pharmacy Exempt,Seasonal,
SKU0000118,835156677330,Value Kitchen Item 118,Home,Kitchen,Northpeak,SUP00035,221.26,545.0,Taxable,Active,
SKU0000119,530326555882,Everyday Tires Item 119,Automotive,Tires,Urbanbasics,SUP00012,359.64,400.66,Food Exempt,Active,2019-05-14
SKU0000120,447029097360,Premium Pharmacy Item 120,Health & Beauty,Pharmacy,Techline,SUP00069,304.15,401.12,Food Exempt,Seasonal,2025-08-22
SKU0000121,592995755173,Everyday Wellness Item 121,Health & Beauty,Wellness,Urbanbasics,SUP00050,127.42,,Pharmacy Exempt,Active,
SKU0000122,464916223227,Classic Kitchen Item 122,Home,Kitchen,Techline,SUP00047,261.16,466.78,Food Exempt,Seasonal,
SKU0000123,155858760664,Everyday Gaming Item 123,Electronics,Gaming,Valueplus,SUP00015,70.55,96.72,Taxable,Discontinued,2019-02-25
SKU0000124,208487751324,Family Cosmetics Item 124,Health & Beauty,Cosmetics,Freshway,SUP00006,398.69,749.94,Taxable,Discontinued,2019-03-06
SKU0000125,783681714342,Everyday Outdoor Item 125,Sports,Outdoor,Valueplus,SUP00061,239.97,482.59,Taxable,Discontinued,2021-07-05
SKU0000126,157579841487,Family Bedding Item 126,Home,Bedding,Valueplus,SUP00047,241.86,465.6,Food Exempt,Discontinued,2021-06-07
SKU0000127,625527284931,Classic Kitchen Item 127,Home,Kitchen,Valueplus,SUP00010,395.27,551.32,Food Exempt,Active,2024-01-06
SKU0000128,210875233179,Premium Shoes Item 128,Apparel,Shoes,Freshway,SUP00010,379.28,883.53,Pharmacy Exempt,Active,2022-10-30
SKU0000129,456466811735,Premium Pharmacy Item 129,Health & Beauty,Pharmacy,Techline,SUP00074,423.68,642.0,Food Exempt,Active,2022-05-12
SKU0000130,935931891659,Smart Cycling Item 130,Sports,Cycling,Techline,SUP00067,317.31,686.38,Pharmacy Exempt,Seasonal,2022-01-08
SKU0000131,972376097166,Classic Accessories Item 131,Automotive,Accessories,Healthyyou,SUP00065,234.41,397.27,Taxable,Discontinued,2019-08-18
SKU0000132,692477167395,Value Cycling Item 132,Sports,Cycling,Healthyyou,SUP00071,64.2,72.62,Taxable,Active,2020-10-17
SKU0000133,369184408936,Classic Cosmetics Item 133,Health & Beauty,Cosmetics,Valueplus,SUP00037,235.28,591.5,Taxable,Active,2020-11-27
SKU0000134,416392948029,Premium Personal Care Item 134,Health & Beauty,Personal Care,Healthyyou,SUP00046,395.71,512.89,Taxable,Discontinued,
SKU0000135,660187694133,Value School Supplies Item 135,Office,School Supplies,Urbanbasics,SUP00065,65.65,78.16,Taxable,Active,
SKU0000136,533599618499,Everyday Decor Item 136,Home,Decor,Urbanbasics,SUP00029,256.97,558.45,Taxable,Active,
SKU0000137,680975899872,Everyday Fitness Item 137,Sports,Fitness,Northpeak,SUP00074,179.67,352.75,Food Exempt,Active,2021-11-26
SKU0000138,696155902970,Smart Audio Item 138,Electronics,Audio,Northpeak,SUP00001,159.41,394.84,Taxable,Active,
SKU0000139,249090871748,Classic Outdoor Item 139,Sports,Outdoor,Northpeak,SUP00044,332.16,768.63,Taxable,Discontinued,
SKU0000140,885177957938,Classic Accessories Item 140,Electronics,Accessories,Healthyyou,SUP00055,188.03,477.46,Taxable,Active,
SKU0000141,744022342312,Classic Printing Item 141,Office,Printing,Valueplus,SUP00017,420.78,593.87,Food Exempt,Discontinued,2020-10-11
SKU0000142,911833739377,Smart Accessories Item 142,Automotive,Accessories,Northpeak,SUP00022,324.44,518.66,Taxable,Discontinued,2026-05-20
SKU0000143,542730641237,Premium Kids Item 143,Apparel,Kids,Freshway,SUP00020,247.83,661.18,Pharmacy Exempt,Active,
SKU0000144,328939290541,Classic Pharmacy Item 144,Health & Beauty,Pharmacy,Northpeak,SUP00012,416.1,552.42,Taxable,Discontinued,2020-02-21
SKU0000145,944194635140,Value Gaming Item 145,Electronics,Gaming,Techline,SUP00011,224.85,450.89,Taxable,Active,2019-11-30
SKU0000146,271710150988,Smart Fitness Item 146,Sports,Fitness,Techline,SUP00075,33.43,42.14,Pharmacy Exempt,Active,
SKU0000147,940264260323,Family Shoes Item 147,Apparel,Shoes,Greathome,SUP00065,304.51,473.33,Pharmacy Exempt,Active,
SKU0000148,775173385232,Premium Personal Care Item 148,Health & Beauty,Personal Care,Techline,SUP00034,263.36,504.39,Taxable,Discontinued,2022-10-10
SKU0000149,911723020607,Family Storage Item 149,Home,Storage,Healthyyou,SUP00007,338.75,843.59,Taxable,Seasonal,2020-06-13
SKU0000150,346928205903,Smart Pantry Item 150,Grocery,Pantry,Northpeak,SUP00057,437.57,1180.75,Taxable,Seasonal,2023-03-11
SKU0000151,932254470980,Smart Accessories Item 151,Electronics,Accessories,Freshway,SUP00018,241.4,377.52,Taxable,Seasonal,2025-11-13
SKU0000152,316522039031,Smart Car Care Item 152,Automotive,Car Care,Greathome,SUP00007,299.11,471.64,Food Exempt,Active,2022-09-25
SKU0000153,984874664519,Premium Decor Item 153,Home,Decor,Greathome,SUP00061,87.35,191.97,Taxable,Discontinued,2018-03-29
SKU0000154,524670994496,Value Kitchen Item 154,Home,Kitchen,Urbanbasics,SUP00017,78.49,111.76,Taxable,Active,
SKU0000155,919244185920,Value Personal Care Item 155,Health & Beauty,Personal Care,Greathome,SUP00016,336.34,403.07,Taxable,Discontinued,2020-09-13
SKU0000156,202180580056,Premium Bedding Item 156,Home,Bedding,Urbanbasics,SUP00049,326.81,464.17,Taxable,Discontinued,2025-11-11
SKU0000157,919555045346,Value Gaming Item 157,Electronics,Gaming,Greathome,SUP00072,411.15,486.13,Food Exempt,Active,2019-09-08
SKU0000158,437642678252,Classic Kids Item 158,Apparel,Kids,Freshway,SUP00030,107.29,142.05,Taxable,Active,2024-09-09
SKU0000159,613987365211,Value Men Item 159,Apparel,Men,Healthyyou,SUP00037,209.78,563.01,Pharmacy Exempt,Seasonal,2019-06-12
SKU0000160,999129340375,Premium Women Item 160,Apparel,Women,Valueplus,SUP00024,439.98,665.27,Food Exempt,Active,
SKU0000161,623116974409,Classic Kids Item 161,Apparel,Kids,Valueplus,SUP00044,418.75,562.1,Taxable,Discontinued,2018-06-22
SKU0000162,549044697622,Premium Women Item 162,Apparel,Women,Healthyyou,SUP00069,161.93,326.52,Food Exempt,Discontinued,2022-08-08
SKU0000163,826891236982,Everyday Audio Item 163,Electronics,Audio,Northpeak,SUP00020,202.72,462.78,Taxable,Seasonal,2018-03-23
SKU0000164,304712127389,Family Shoes Item 164,Apparel,Shoes,Northpeak,SUP00009,321.07,714.59,Pharmacy Exempt,Seasonal,2019-11-22
SKU0000165,671949636051,Smart Frozen Item 165,Grocery,Frozen,Valueplus,SUP00024,328.59,577.01,Pharmacy Exempt,Active,2025-03-26
SKU0000166,268547500905,Family Computers Item 166,Electronics,Computers,Healthyyou,SUP00061,125.51,155.22,Food Exempt,Seasonal,2026-05-02
SKU0000167,484165645078,Everyday Stationery Item 167,Office,Stationery,Valueplus,SUP00073,314.67,721.5,Taxable,Active,2023-06-04
SKU0000168,752733914711,Everyday Car Care Item 168,Automotive,Car Care,Greathome,SUP00043,292.27,635.65,Taxable,Seasonal,
SKU0000169,257205238627,Value Computers Item 169,Electronics,Computers,Greathome,SUP00017,332.89,445.53,Taxable,Active,
SKU0000170,188142068321,Family Personal Care Item 170,Health & Beauty,Personal Care,Greathome,SUP00001,327.23,371.22,Taxable,Active,2018-08-14
SKU0000171,177155572001,Value Kitchen Item 171,Home,Kitchen,Urbanbasics,SUP00012,344.6,442.68,Food Exempt,Active,2020-12-27
SKU0000172,588573776190,Everyday Accessories Item 172,Electronics,Accessories,Valueplus,SUP00042,112.0,283.45,Pharmacy Exempt,Active,
SKU0000173,824069589765,Smart Decor Item 173,Home,Decor,Valueplus,SUP00075,116.05,230.48,Taxable,Active,2018-07-31
SKU0000174,611685686047,Premium Decor Item 174,Home,Decor,Freshway,SUP00048,231.23,498.93,Taxable,Seasonal,
SKU0000175,342060293312,Family Bedding Item 175,Home,Bedding,Freshway,SUP00032,366.71,980.41,Pharmacy Exempt,Active,
SKU0000176,889578061855,Premium Men Item 176,Apparel,Men,Urbanbasics,SUP00009,314.52,507.04,Taxable,Discontinued,2022-03-10
SKU0000177,351073692725,Premium Wellness Item 177,Health & Beauty,Wellness,Urbanbasics,SUP00047,26.37,70.95,Pharmacy Exempt,Discontinued,2025-09-30
SKU0000178,923113474214,Family Fitness Item 178,Sports,Fitness,Greathome,SUP00028,404.99,924.12,Pharmacy Exempt,Active,
SKU0000179,284079204986,Value Men Item 179,Apparel,Men,Techline,SUP00037,239.25,501.88,Taxable,Active,2020-01-31
SKU0000180,950799993734,Premium Gaming Item 180,Electronics,Gaming,Healthyyou,SUP00015,234.0,408.4,Taxable,Seasonal,2022-05-17
SKU0000181,833861465307,Classic Frozen Item 181,Grocery,Frozen,Techline,SUP00052,73.96,198.31,Taxable,Discontinued,2022-12-08
SKU0000182,605368340463,Smart School Supplies Item 182,Office,School Supplies,Healthyyou,SUP00003,338.91,708.99,Taxable,Active,
SKU0000183,748929203744,Everyday Cosmetics Item 183,Health & Beauty,Cosmetics,Freshway,SUP00029,442.34,750.79,Pharmacy Exempt,Active,
SKU0000184,282033020831,Classic Wellness Item 184,Health & Beauty,Wellness,Valueplus,SUP00026,338.1,757.42,Food Exempt,Discontinued,2018-05-21
SKU0000185,290460100603,Smart School Supplies Item 185,Office,School Supplies,Valueplus,SUP00046,65.65,129.15,Food Exempt,Active,2019-02-22
SKU0000186,124219542168,Value Outdoor Item 186,Sports,Outdoor,Urbanbasics,SUP00017,197.57,368.53,Taxable,Active,
SKU0000187,548310318226,Family Kids Item 187,Apparel,Kids,Healthyyou,SUP00031,146.14,179.9,Pharmacy Exempt,Discontinued,
SKU0000188,432044365189,Smart Tires Item 188,Automotive,Tires,Greathome,SUP00011,422.26,1056.55,Taxable,Seasonal,
SKU0000189,130607475302,Everyday Beverages Item 189,Grocery,Beverages,Techline,SUP00067,132.35,241.14,Pharmacy Exempt,Seasonal,2020-03-27
SKU0000190,900743100617,Value Cycling Item 190,Sports,Cycling,Valueplus,SUP00021,211.47,351.52,Pharmacy Exempt,Seasonal,2024-04-08
SKU0000191,787036049096,Smart Cycling Item 191,Sports,Cycling,Healthyyou,SUP00038,142.97,356.17,Taxable,Active,
SKU0000192,465349751010,Premium Kids Item 192,Apparel,Kids,Greathome,SUP00012,236.67,611.62,Taxable,Seasonal,2020-03-19
SKU0000193,888140171000,Value Printing Item 193,Office,Printing,Northpeak,SUP00067,446.84,674.8,Pharmacy Exempt,Active,2020-02-19
SKU0000194,453012984910,Premium Wellness Item 194,Health & Beauty,Wellness,Valueplus,SUP00004,239.83,281.87,Food Exempt,Discontinued,
SKU0000195,841206075845,Premium Produce Item 195,Grocery,Produce,Valueplus,SUP00002,408.85,838.72,Taxable,Active,
SKU0000196,583372627157,Family Produce Item 196,Grocery,Produce,Valueplus,SUP00069,267.88,442.02,Pharmacy Exempt,Active,
SKU0000197,916617671977,Smart Outdoor Item 197,Sports,Outdoor,Urbanbasics,SUP00041,402.55,718.88,Pharmacy Exempt,Discontinued,2024-10-26
SKU0000198,467526715558,Everyday Frozen Item 198,Grocery,Frozen,Greathome,SUP00026,48.5,60.77,Food Exempt,Active,2025-10-21
SKU0000199,770052377413,Value School Supplies Item 199,Office,School Supplies,Techline,SUP00016,18.42,46.13,Food Exempt,Active,
SKU0000200,905682340976,Value Computers Item 200,Electronics,Computers,Greathome,SUP_BAD,351.5,631.21,Pharmacy Exempt,Active,2025-07-14
SKU0000201,195151207255,Premium Decor Item 201,Home,Decor,Freshway,SUP00045,313.66,345.72,Food Exempt,Discontinued,2024-12-04
