product_id,product_name,category,subcategory,brand,supplier_id,standard_cost,list_price,unit_weight_lbs,hazmat_flag,temperature_controlled_flag,launch_date,product_status
SKU0000083,Eco Personal Care Item 83,Health,Wellness,Nimbus,SUP00066,244.15,609.81,52.119,False,False,2026-03-02,Active
SKU0000084,Compact Furniture Item 84,Home,Storage,Everpeak,SUP00012,192.04,408.75,8.062,False,True,2023-03-29,Discontinued
SKU0000085,Eco Storage Item 85,Home,Lighting,Nimbus,SUP00050,227.45,380.93,47.614,False,True,2020-08-04,Active
SKU0000086,Eco Kitchen Item 86,Home,Kitchen,Aster,SUP00053,262.34,646.35,1.565,False,False,,Seasonal
SKU0000087,Essential Wellness Item 87,Health,Personal Care,Nimbus,SUP00085,154.34,375.95,35.386,False,False,,Active
SKU0000088,Premium Lighting Item 88,Home,Lighting,Nimbus,SUP00111,254.15,584.97,60.99,True,False,2023-03-11,Discontinued
SKU0000089,Premium Desk Setup Item 89,Office,Organization,Solace,SUP00073,253.71,556.76,18.762,False,True,,Active
SKU0000090,Ultra Computing Item 90,Electronics,Computing,Nimbus,SUP00089,238.51,661.08,0.408,False,False,,Seasonal
SKU0000091,Ultra Snack Item 91,Grocery,Snack,Aster,SUP00050,82.29,210.47,6.207,False,False,2023-11-19,Active
SKU0000092,Pro Frozen Item 92,Grocery,Beverage,Everpeak,SUP00083,28.65,46.41,58.934,True,True,,Active
SKU0000093,Essential Fitness Item 93,Apparel,Outerwear,Aster,SUP00081,263.13,664.34,50.838,False,True,,Discontinued
SKU0000094,Classic Storage Item 94,Home,Lighting,Solace,SUP00051,1.93,4.8,31.122,False,False,,Active
SKU0000095,Pro Basics Item 95,Apparel,Fitness,Solace,SUP00023,129.07,322.48,10.845,False,False,2025-04-11,Discontinued
SKU0000096,Pro Kitchen Item 96,Home,Storage,Everpeak,SUP00009,289.25,622.51,52.547,False,False,,Discontinued
SKU0000097,Essential Medical Supplies Item 97,Health,Personal Care,Nimbus,SUP00026,95.66,258.5,61.343,False,True,2021-04-15,Active
SKU0000098,Compact Smart Home Item 98,Electronics,Accessories,Everpeak,SUP00110,38.66,77.61,20.049,True,True,,Seasonal
SKU0000099,Ultra Computing Item 99,Electronics,Computing,Everpeak,SUP00007,187.46,512.0,20.739,False,False,,Discontinued
SKU0000100,Pro Frozen Item 100,Grocery,Snack,Solace,SUP00009,224.42,361.42,12.987,True,True,2023-12-18,Active
SKU0000101,Pro Medical Supplies Item 101,Health,Personal Care,Nimbus,SUP00073,95.8,251.13,12.686,True,False,,Seasonal
SKU0000102,Eco Wellness Item 102,Health,Pharmacy,Cobalt,SUP00081,66.95,178.84,11.574,False,False,,Active
SKU0000103,Compact Printing Item 103,Office,Printing,Nimbus,SUP00099,265.22,579.75,56.626,False,False,,Seasonal
SKU0000104,Ultra Footwear Item 104,Apparel,Basics,Cobalt,SUP00061,155.06,339.59,62.76,False,True,2025-07-06,Discontinued
SKU0000105,Ultra Outerwear Item 105,Apparel,Footwear,Aster,SUP00080,116.35,324.81,13.743,False,True,2022-03-31,Active
SKU0000106,Compact Snack Item 106,Grocery,Pantry,Nimbus,SUP00104,71.95,93.16,47.799,False,True,2024-10-24,Seasonal
SKU0000107,Eco Lighting Item 107,Home,Furniture,Aster,SUP00061,183.41,286.36,15.869,False,False,2025-12-06,Active
SKU0000108,Premium Storage Item 108,Home,Storage,Aster,SUP00088,256.05,571.51,67.366,False,False,2023-10-21,Seasonal
SKU0000109,Ultra Stationery Item 109,Office,Printing,Solace,SUP00063,110.75,301.91,37.975,False,False,,Discontinued
SKU0000110,Ultra Personal Care Item 110,Health,Pharmacy,Northline,SUP00032,170.29,463.45,62.387,False,True,2025-10-31,Active
SKU0000111,Ultra Pantry Item 111,Grocery,Snack,Northline,SUP00102,13.92,38.51,7.907,False,True,,Seasonal
SKU0000112,Compact Accessories Item 112,Electronics,Computing,Everpeak,SUP00090,268.19,418.07,54.786,False,False,,Seasonal
SKU0000113,Premium Printing Item 113,Office,Organization,Aster,SUP00032,122.37,187.68,66.322,True,False,2025-01-30,Active
SKU0000114,Compact Frozen Item 114,Grocery,Snack,Cobalt,SUP00115,145.89,329.22,34.81,True,False,,Seasonal
SKU0000115,Premium Frozen Item 115,Grocery,Beverage,Cobalt,SUP00074,163.28,263.09,56.245,False,True,2020-06-05,Discontinued
SKU0000116,Essential Furniture Item 116,Home,Lighting,Northline,SUP00083,75.87,206.14,43.882,True,False,2025-11-15,Seasonal
SKU0000117,Ultra Wellness Item 117,Health,Pharmacy,Northline,SUP00093,8.84,10.65,73.231,False,False,,Discontinued
SKU0000118,Compact Medical Supplies Item 118,Health,Pharmacy,Everpeak,SUP00104,285.17,429.65,9.835,False,False,2022-05-02,Active
SKU0000119,Eco Organization Item 119,Office,Stationery,Cobalt,SUP00046,103.26,247.24,4.114,True,False,,Active
SKU0000120,Classic Audio Item 120,Electronics,Audio,Aster,SUP00064,249.11,304.79,47.204,False,False,2025-01-21,Discontinued
SKU0000121,Classic Snack Item 121,Grocery,Frozen,Nimbus,SUP00070,256.62,683.25,10.902,False,False,,Seasonal
SKU0000122,Premium Desk Setup Item 122,Office,Organization,Cobalt,SUP00102,100.15,155.35,8.128,False,False,2022-09-08,Active
SKU0000123,Premium Smart Home Item 123,Electronics,Smart Home,Everpeak,SUP00119,231.56,598.53,58.233,True,False,,Active
SKU0000124,Classic Desk Setup Item 124,Office,Desk Setup,Northline,SUP00049,44.0,91.75,23.615,False,False,,Active
SKU0000125,Compact Stationery Item 125,Office,Stationery,Aster,SUP00111,173.82,414.04,19.884,False,False,,Active
SKU0000126,Premium Footwear Item 126,Apparel,Footwear,Aster,SUP00031,83.39,117.83,6.68,True,False,,Seasonal
SKU0000127,Essential Outerwear Item 127,Apparel,Outerwear,Nimbus,SUP00064,183.86,497.51,25.734,False,False,2024-05-19,Active
SKU0000128,Compact Smart Home Item 128,Electronics,Smart Home,Northline,SUP00023,219.71,287.67,39.798,False,False,2022-07-11,Active
SKU0000129,Eco Footwear Item 129,Apparel,Outerwear,Aster,SUP00031,27.24,68.55,35.978,False,False,,Discontinued
SKU0000130,Essential Medical Supplies Item 130,Health,Pharmacy,Nimbus,SUP00066,291.4,759.23,5.941,False,True,,Discontinued
SKU0000131,Ultra Footwear Item 131,Apparel,Fitness,Nimbus,SUP00006,25.77,57.87,22.594,True,True,2025-09-08,Discontinued
SKU0000132,Ultra Printing Item 132,Office,Desk Setup,Nimbus,SUP00039,278.5,514.43,37.987,False,False,,Seasonal
SKU0000133,Eco Medical Supplies Item 133,Health,Wellness,Aster,SUP00021,192.78,258.46,61.521,False,False,2023-06-12,Active
SKU0000134,Eco Fitness Item 134,Apparel,Fitness,Aster,SUP00088,220.35,502.93,6.319,True,False,,Seasonal
SKU0000135,Compact Computing Item 135,Electronics,Audio,Solace,SUP00109,18.79,31.74,18.566,True,False,,Discontinued
SKU0000136,Premium Basics Item 136,Apparel,Footwear,Everpeak,SUP00034,92.53,229.74,47.107,False,False,,Discontinued
SKU0000137,Pro Basics Item 137,Apparel,Basics,Everpeak,SUP00104,115.65,295.88,69.314,True,False,,Active
SKU0000138,Classic Pharmacy Item 138,Health,Wellness,Cobalt,SUP00024,260.54,316.69,58.929,False,False,2021-11-11,Active
SKU0000139,Ultra Audio Item 139,Electronics,Audio,Cobalt,SUP00081,82.17,193.85,29.445,False,False,2020-01-13,Discontinued
SKU0000140,Compact Computing Item 140,Electronics,Computing,Northline,SUP00087,192.7,435.37,41.017,False,True,2025-04-16,Discontinued
SKU0000141,Essential Footwear Item 141,Apparel,Outerwear,Everpeak,SUP00080,269.52,436.72,26.239,False,False,,Active
SKU0000142,Classic Lighting Item 142,Home,Kitchen,Solace,SUP00091,210.38,522.87,5.489,False,False,,Discontinued
SKU0000143,Essential Personal Care Item 143,Health,Pharmacy,Solace,SUP00026,167.94,232.9,59.091,False,False,2025-04-17,Discontinued
SKU0000144,Compact Personal Care Item 144,Health,Personal Care,Everpeak,SUP00104,283.77,360.93,68.444,True,False,2022-06-03,Active
SKU0000145,Pro Smart Home Item 145,Electronics,Computing,Everpeak,SUP00043,104.02,225.15,25.69,False,False,2024-12-06,Active
SKU0000146,Eco Kitchen Item 146,Home,Furniture,Cobalt,SUP00097,223.17,353.75,1.575,False,False,2021-09-24,Seasonal
SKU0000147,Eco Smart Home Item 147,Electronics,Smart Home,Northline,SUP00040,287.94,581.07,71.456,False,False,2023-07-07,Active
SKU0000148,Compact Stationery Item 148,Office,Stationery,Aster,SUP00090,36.75,100.64,66.13,False,False,2025-10-14,Active
SKU0000149,Essential Kitchen Item 149,Home,Furniture,Nimbus,SUP00003,281.73,524.21,62.971,False,True,,Active
SKU0000150,Ultra Outerwear Item 150,Apparel,Basics,Northline,SUP00059,49.0,109.85,10.193,False,False,,Active
SKU0000151,Pro Printing Item 151,Office,Organization,Cobalt,SUP00043,236.85,551.5,66.085,False,False,2020-04-10,Discontinued
SKU0000152,Essential Printing Item 152,Office,Printing,Everpeak,SUP00088,15.58,36.67,50.116,True,False,2024-03-16,Active
SKU0000153,Compact Audio Item 153,Electronics,Accessories,Cobalt,SUP00016,22.93,32.66,56.023,False,False,,Active
SKU0000154,Compact Snack Item 154,Grocery,Pantry,Nimbus,SUP00020,285.85,448.08,24.211,False,False,,Discontinued
SKU0000155,Ultra Snack Item 155,Grocery,Frozen,Northline,SUP00050,119.97,201.79,68.025,True,True,2023-05-22,Active
SKU0000156,Pro Lighting Item 156,Home,Storage,Cobalt,SUP00072,203.01,356.74,60.298,False,True,2022-04-19,Active
SKU0000157,Premium Stationery Item 157,Office,Printing,Solace,SUP00103,45.16,79.13,32.899,True,False,,Discontinued
SKU0000158,Classic Fitness Item 158,Apparel,Basics,Solace,SUP00065,82.91,162.38,43.617,False,False,2022-07-17,Seasonal
SKU0000159,Eco Frozen Item 159,Grocery,Frozen,Cobalt,SUP00080,49.49,95.63,53.406,False,False,2020-09-13,Active
SKU0000160,Essential Furniture Item 160,Home,Kitchen,Everpeak,SUP00018,49.75,64.75,29.275,False,True,,Active
SKU0000161,Essential Organization Item 161,Office,Printing,Northline,SUP00060,167.98,323.11,63.533,False,False,2022-01-30,Discontinued
SKU0000162,Premium Audio Item 162,Electronics,Smart Home,Nimbus,SUP_BAD,211.39,463.08,12.782,True,False,,Discontinued
SKU0000163,Pro Stationery Item 163,Office,Desk Setup,Northline,SUP00040,53.46,140.34,69.432,False,False,,Active
SKU0000164,Pro Outerwear Item 164,Apparel,Basics,Nimbus,SUP00038,148.94,294.26,40.959,False,False,2024-05-03,Discontinued
SKU0000165,Premium Snack Item 165,Grocery,Snack,Cobalt,SUP00081,276.82,498.94,5.042,False,False,,Active
SKU0000166,Essential Personal Care Item 166,Health,Personal Care,Northline,SUP00072,208.93,267.22,47.063,False,False,2025-08-12,Discontinued
SKU0000167,Compact Lighting Item 167,Home,Kitchen,Solace,SUP00085,27.48,51.53,64.821,False,False,2025-12-07,Discontinued
SKU0000168,Premium Kitchen Item 168,Home,Furniture,Northline,SUP00116,94.15,162.42,37.387,False,False,2024-01-09,Active
SKU0000169,Compact Footwear Item 169,Apparel,Footwear,Solace,SUP00045,197.43,464.64,33.456,False,True,,Seasonal
SKU0000170,Eco Stationery Item 170,Office,Stationery,Aster,SUP00119,201.29,304.01,68.068,True,False,,Seasonal
SKU0000171,Pro Organization Item 171,Office,Desk Setup,Northline,SUP00005,111.06,134.72,43.793,False,True,2025-12-09,Active
SKU0000172,Eco Smart Home Item 172,Electronics,Computing,Northline,SUP00070,273.08,541.99,28.884,False,False,,Active
SKU0000173,Ultra Stationery Item 173,Office,Organization,Everpeak,SUP00078,85.1,217.02,13.794,False,False,2022-11-02,Seasonal
SKU0000174,Premium Basics Item 174,Apparel,Outerwear,Cobalt,SUP00117,290.3,637.31,11.327,True,True,,Active
SKU0000175,Compact Stationery Item 175,Office,Organization,Everpeak,SUP00065,226.42,368.16,57.453,False,True,2021-04-07,Active
SKU0000176,Premium Furniture Item 176,Home,Furniture,Solace,SUP00021,49.13,86.32,39.864,False,False,2025-03-23,Active
SKU0000177,Essential Furniture Item 177,Home,Storage,Aster,SUP00023,271.24,650.96,45.646,True,False,,Active
SKU0000178,Pro Basics Item 178,Apparel,Fitness,Solace,SUP00042,210.15,560.78,64.966,False,False,2025-05-23,Discontinued
SKU0000179,Eco Printing Item 179,Office,Organization,Everpeak,SUP00012,202.89,539.53,1.309,False,False,,Active
SKU0000180,Compact Footwear Item 180,Apparel,Basics,Northline,SUP00105,240.38,450.21,19.466,False,False,2022-03-30,Active
SKU0000181,Premium Medical Supplies Item 181,Health,Medical Supplies,Aster,SUP00054,169.03,219.97,24.553,True,False,2023-08-22,Seasonal
SKU0000182,Eco Fitness Item 182,Apparel,Outerwear,Cobalt,SUP00109,173.83,223.54,63.301,True,False,,Discontinued
SKU0000183,Essential Outerwear Item 183,Apparel,Fitness,Solace,SUP00067,2.32,3.96,14.676,False,False,2020-08-25,Active
SKU0000184,Premium Furniture Item 184,Home,Kitchen,Everpeak,SUP00007,84.99,192.81,39.978,False,False,,Seasonal
SKU0000185,Pro Smart Home Item 185,Electronics,Smart Home,Solace,SUP_BAD,134.83,174.23,65.071,False,False,2022-11-13,Discontinued
SKU0000186,Classic Stationery Item 186,Office,Desk Setup,Everpeak,SUP00104,45.56,92.78,73.338,True,False,2021-03-27,Active
SKU0000187,Essential Fitness Item 187,Apparel,Footwear,Everpeak,SUP00060,214.53,535.63,39.258,False,False,,Active
SKU0000188,Classic Storage Item 188,Home,Kitchen,Nimbus,SUP00062,70.74,,17.483,False,False,2024-03-14,Seasonal
SKU0000189,Pro Computing Item 189,Electronics,Accessories,Nimbus,SUP00015,6.52,11.65,16.623,True,False,,Active
SKU0000190,Classic Medical Supplies Item 190,Health,Wellness,Cobalt,SUP00086,230.54,379.81,65.487,False,False,2023-09-13,Active
SKU0000191,Eco Fitness Item 191,Apparel,Fitness,Everpeak,SUP00106,255.44,487.15,0.142,False,False,2021-12-08,Discontinued
SKU0000192,Eco Personal Care Item 192,Health,Wellness,Cobalt,SUP00065,181.43,309.93,53.34,True,False,,Active
SKU0000193,Pro Footwear Item 193,Apparel,Fitness,Solace,SUP00003,229.5,403.33,24.854,False,False,2021-07-19,Active
SKU0000194,Premium Beverage Item 194,Grocery,Beverage,Cobalt,SUP00080,247.68,558.56,67.204,False,False,,Active
SKU0000195,Compact Wellness Item 195,Health,Personal Care,Aster,SUP00049,140.49,278.35,26.703,True,False,2023-09-18,Active
SKU0000196,Compact Fitness Item 196,Apparel,Outerwear,Solace,SUP00025,82.38,145.29,59.836,True,False,2021-10-31,Seasonal
SKU0000197,Compact Snack Item 197,Grocery,Pantry,Northline,SUP00038,81.13,106.22,30.836,False,False,,Discontinued
SKU0000198,Pro Printing Item 198,Office,Organization,Everpeak,SUP00047,36.83,68.63,60.189,False,True,,Active
SKU0000199,Premium Snack Item 199,Grocery,Pantry,Northline,SUP00071,237.35,634.67,74.654,False,False,,Seasonal
SKU0000200,Compact Stationery Item 200,Office,Printing,Solace,SUP00118,224.59,542.18,43.811,False,False,,Discontinued
SKU0000201,Eco Storage Item 201,Home,Lighting,Everpeak,SUP00053,201.87,495.29,5.0,False,False,,Active
SKU0000202,Premium Furniture Item 202,Home,Lighting,Solace,SUP00042,51.89,113.77,35.272,False,False,,Discontinued
SKU0000203,Ultra Furniture Item 203,Home,Kitchen,Cobalt,SUP00023,72.74,156.46,32.237,False,False,2025-08-21,Discontinued
SKU0000204,Classic Storage Item 204,Home,Storage,Solace,SUP00039,253.83,633.39,15.04,False,False,2025-07-04,Discontinued
SKU0000205,Classic Personal Care Item 205,Health,Pharmacy,Solace,SUP00049,32.83,59.14,34.087,True,False,,Active
SKU0000206,Ultra Wellness Item 206,Health,Medical Supplies,Solace,SUP00086,51.47,99.51,73.949,True,True,2022-03-30,Discontinued
SKU0000207,Compact Beverage Item 207,Grocery,Frozen,Northline,SUP00073,88.77,154.11,65.855,False,True,,Seasonal
SKU0000208,Classic Outerwear Item 208,Apparel,Fitness,Aster,SUP00071,160.85,436.52,42.258,False,True,2023-01-02,Active
SKU0000209,Compact Beverage Item 209,Grocery,Frozen,Nimbus,SUP00051,228.55,387.88,72.988,False,False,,Discontinued
SKU0000210,Compact Audio Item 210,Electronics,Smart Home,Aster,SUP00104,26.81,63.65,32.497,True,False,,Active
SKU0000211,Premium Organization Item 211,Office,Desk Setup,Cobalt,SUP00059,159.18,252.32,41.061,True,False,,Active
SKU0000212,Ultra Desk Setup Item 212,Office,Printing,Cobalt,SUP00005,184.32,383.82,14.023,False,False,2023-05-23,Active
SKU0000213,Premium Pantry Item 213,Grocery,Pantry,Everpeak,SUP00104,92.2,197.83,20.248,False,True,,Active
SKU0000214,Premium Medical Supplies Item 214,Health,Medical Supplies,Cobalt,SUP00088,266.29,675.19,25.615,False,False,,Active
SKU0000215,Ultra Organization Item 215,Office,Stationery,Nimbus,SUP00111,141.72,253.58,41.334,True,False,,Active
SKU0000216,Classic Storage Item 216,Home,Storage,Nimbus,SUP00105,261.16,395.87,67.302,False,False,,Seasonal
SKU0000217,Compact Outerwear Item 217,Apparel,Basics,Nimbus,SUP00067,262.0,638.86,46.952,False,False,2023-06-17,Active
