customer_id,customer_name,segment,city,state,region,signup_date,credit_class,autopay_flag,active_flag,consumption_kwh,peak_demand_kw,reading_count,billed_amount,paid_amount,open_amount,past_due_bill_count,collection_rate,risk_score
CUST0000041,Ever Retail 41,Unknown,Boston,MA,Northeast,,A,True,False,0.0,0.0,0.0,21790.29,21790.29,0.0,0,1.0,0
CUST0000042,Green Homes 42,Commercial,Springfield,IL,Midwest,,D,False,True,126222.38,2.3663,1462.0,38352.32,0.0,38352.32,1,0.0,30
CUST0000043,Sunrise Manufacturing 43,Unknown,Denver,CO,West,,A,True,True,0.0,0.0,0.0,30440.76,18604.11,11836.649999999998,1,0.6111578685946081,10
CUST0000044,Urban Schools 44,Residential,Springfield,IL,Midwest,,B,False,True,0.0,0.0,0.0,26745.54,18349.36,8396.179999999998,1,0.6860717712186779,15
CUST0000045,Green Homes 45,Commercial,Austin,TX,South,,A,True,True,30182477.29,526.0273,1456.0,15230.74,2242.02,12988.72,1,0.14720361584532335,10
CUST0000046,Sunrise Retail 46,Commercial,Albany,NY,Northeast,2023-03-11,A,False,True,0.0,0.0,0.0,26389.16,4501.96,21887.2,1,0.1705988367951083,15
CUST0000047,Prime Labs 47,Residential,Seattle,WA,West,,D,False,True,0.0,0.0,0.0,15127.64,2429.67,12697.97,1,0.16061130486976158,30
CUST0000048,North Schools 48,Commercial,Seattle,WA,West,,D,True,True,0.0,0.0,0.0,34941.29,29969.57,4971.72,1,0.8577121794873629,25
CUST0000049,Green Services 49,Unknown,Boston,MA,Northeast,,A,False,True,0.0,0.0,0.0,21816.3,4712.86,17103.44,1,0.21602471546504218,15
CUST0000050,North Homes 50,Unknown,Denver,CO,West,,C,False,True,0.0,0.0,0.0,28735.82,21338.16,7397.66,1,0.7425631146074829,30
CUST0000051,North Retail 51,Residential,Dallas,TX,South,2023-07-02,B,False,False,0.0,0.0,0.0,20453.59,16327.93,4125.66,1,0.7982916446452677,15
CUST0000052,Sunrise Services 52,Residential,Springfield,IL,Midwest,,A,True,True,377914.5953,697.8133,1460.0,22740.46,17409.489999999998,5330.970000000001,1,0.7655733437230381,10
CUST0000053,Urban Foods 53,Commercial,Boston,MA,Northeast,,C,False,True,0.0,0.0,0.0,34848.01,15589.97,19258.04,0,0.44737045243042567,20
CUST0000054,Green Foods 54,Municipal,Dallas,TX,South,,D,True,True,9261.7799,17.9394,1460.0,30639.32,11610.6,19028.72,1,0.37894444132572136,25
CUST0000055,Ever Schools 55,Unknown,Springfield,IL,Midwest,2022-06-04,C,False,True,5197.3685,9.4307,1461.0,37773.0,22651.940000000002,15121.060000000001,1,0.5996860191141822,30
CUST0000056,Blue Retail 56,Unknown,Denver,CO,West,,A,False,False,0.0,0.0,0.0,15848.920000000002,0.0,15848.920000000002,1,0.0,15
CUST0000057,Prime Properties 57,Commercial,Denver,CO,West,,A,False,True,0.0,0.0,0.0,5885.47,4245.58,1639.89,1,0.7213663479722094,15
CUST0000058,Ever Manufacturing 58,Unknown,Springfield,IL,Midwest,,B,False,True,0.0,0.0,0.0,16304.34,10650.77,5653.57,1,0.653247540225486,15
CUST0000059,Green Schools 59,Unknown,Boston,MA,Northeast,2020-09-26,B,True,True,0.0,0.0,0.0,9526.07,0.0,9526.07,1,0.0,10
CUST0000060,Blue Labs 60,Unknown,Denver,CO,West,2022-11-28,C,False,True,0.0,0.0,0.0,29817.06,0.0,29817.06,1,0.0,30
CUST0000061,Ever Services 61,Industrial,Phoenix,AZ,West,,A,True,True,0.0,0.0,0.0,6541.77,2387.04,4154.73,1,0.3648920704946826,10
CUST0000062,Sunrise Labs 62,Commercial,Albany,NY,Northeast,,A,True,False,5189.97,9.2169,1459.0,13528.29,4986.67,8541.62,1,0.36861051914173926,10
CUST0000063,Ever Properties 63,Municipal,Albany,NY,Northeast,2020-07-23,C,False,False,0.0,0.0,0.0,32941.84,16392.91,16548.93,1,0.4976318869862765,30
CUST0000064,Green Services 64,Unknown,Seattle,WA,West,,B,True,True,0.0,0.0,0.0,19581.02,0.0,19581.02,1,0.0,10
CUST0000065,Metro Properties 65,Industrial,Denver,CO,West,,D,True,True,0.0,0.0,0.0,21649.92,0.0,21649.92,1,0.0,25
CUST0000066,Sunrise Manufacturing 66,Commercial,Seattle,WA,West,2023-04-24,A,False,False,76086.616,14.2875,1461.0,20698.23,0.0,20698.23,1,0.0,15
CUST0000067,Metro Properties 67,Commercial,Denver,CO,West,2019-04-03,B,False,True,3968.3331,6.6224,1462.0,17244.18,5900.07,11344.11,1,0.34214848140068127,15
CUST0000068,Blue Foods 68,Municipal,Albany,NY,Northeast,2023-07-05,D,True,True,0.0,0.0,0.0,23053.52,6791.93,16261.59,1,0.2946157463155301,25
CUST0000069,Urban Foods 69,Unknown,Phoenix,AZ,West,,A,True,False,0.0,0.0,0.0,19870.27,4366.38,15503.89,1,0.21974437186812257,10
CUST0000070,Prime Properties 70,Industrial,Boston,MA,Northeast,,B,True,True,0.0,0.0,0.0,22455.39,18187.66,4267.73,0,0.8099462979712221,0
CUST0000071,Blue Homes 71,Municipal,Phoenix,AZ,West,,A,False,True,0.0,0.0,0.0,41391.09,16688.19,24702.899999999998,1,0.4031831488371048,15
CUST0000072,Metro Labs 72,Commercial,Seattle,WA,West,,D,True,True,152407.3989,133.1025,2924.0,22045.82,18468.2,3577.62,0,0.8377188963712849,15
CUST0000073,Urban Schools 73,Residential,Chicago,IL,Midwest,,A,False,True,9484.9537,17.8385,1463.0,10856.53,0.0,10856.53,1,0.0,15
CUST0000074,Sunrise Foods 74,Municipal,Boston,MA,Northeast,2018-05-17,C,True,False,481.875,0.8078,1460.0,29838.100000000002,7110.2,22727.9,1,0.23829265268230884,25
CUST0000075,Prime Labs 75,Industrial,Boston,MA,Northeast,,A,True,True,424823.0125,758.5463,1462.0,14963.24,0.0,14963.24,1,0.0,10
CUST0000076,Metro Services 76,Unknown,Albany,NY,Northeast,,D,True,False,9795.1512,17.3701,1456.0,10313.47,7432.54,2880.9299999999994,1,0.7206633654822286,25
CUST0000077,Green Foods 77,Commercial,Springfield,IL,Midwest,2021-09-15,B,False,False,0.0,0.0,0.0,16175.3,16175.3,0.0,0,1.0,5
CUST0000078,Green Schools 78,Unknown,Seattle,WA,West,2019-05-31,A,True,True,0.0,0.0,0.0,38576.42,8894.99,29681.43,1,0.23058101296076722,10
CUST0000079,Prime Schools 79,Residential,Dallas,TX,South,2021-03-11,C,True,True,0.0,0.0,0.0,24262.55,22300.789999999997,1961.76,1,0.9191445252044818,25
CUST0000080,Ever Labs 80,Unknown,Seattle,WA,West,2019-02-28,B,False,True,0.0,0.0,0.0,28003.15,18978.16,9024.99,1,0.6777151856130471,15
CUST0000081,Ever Properties 81,Municipal,Springfield,IL,Midwest,,B,False,True,0.0,0.0,0.0,29574.870000000003,0.0,29574.870000000003,1,0.0,15
CUST0000082,Sunrise Manufacturing 82,Municipal,Albany,NY,Northeast,,A,True,True,0.0,0.0,0.0,26590.5,8972.96,17617.54,1,0.3374498411086666,10
CUST0000083,Urban Services 83,Industrial,Springfield,IL,Midwest,,A,False,True,0.0,0.0,0.0,35279.63,12412.46,22867.17,1,0.3518307873410237,15
CUST0000084,Metro Schools 84,Residential,Phoenix,AZ,West,,B,True,True,0.0,0.0,0.0,12298.91,6149.46,6149.45,1,0.5000004065400918,10
CUST0000085,Blue Foods 85,Commercial,Boston,MA,Northeast,,A,False,True,0.0,0.0,0.0,18812.47,12052.09,6760.38,1,0.6406436794317811,15
CUST0000086,Sunrise Services 86,Residential,Dallas,TX,South,,C,True,True,2517.5648,4.7653,1459.0,15358.6,3771.25,11587.35,1,0.24554646907921293,25
CUST0000087,Green Labs 87,Commercial,Denver,CO,West,,A,True,True,0.0,0.0,0.0,23124.18,4395.31,18728.87,0,0.19007419938782696,0
CUST0000088,North Labs 88,Residential,Boston,MA,Northeast,,A,True,True,0.0,0.0,0.0,26290.42,15310.64,10979.78,1,0.5823657438717221,10
CUST0000089,Blue Homes 89,Unknown,Denver,CO,West,2021-06-30,A,False,True,0.0,0.0,0.0,45868.020000000004,0.0,45868.020000000004,1,0.0,15
CUST0000090,Sunrise Retail 90,Unknown,Atlanta,GA,South,,C,False,True,0.0,0.0,0.0,7787.24,0.0,7787.24,1,0.0,30
CUST0000091,Green Retail 91,Residential,Seattle,WA,West,,D,True,True,202741.5302,378.6979,1460.0,25957.29,7111.6,18845.69,1,0.27397313047702593,25
CUST0000092,Green Schools 92,Municipal,Seattle,WA,West,,B,False,True,0.0,0.0,0.0,11721.320000000002,0.0,11721.320000000002,1,0.0,15
CUST0000093,Metro Properties 93,Industrial,Boston,MA,Northeast,2025-10-27,D,True,True,867097.35,157.0509,1457.0,20759.52,7503.16,13256.36,0,0.3614322489151965,15
CUST0000094,Prime Labs 94,Unknown,Atlanta,GA,South,,A,False,True,0.0,0.0,0.0,7789.6900000000005,1865.97,5923.72,0,0.23954355051356344,5
CUST0000095,Metro Homes 95,Unknown,Denver,CO,West,,B,False,True,7393.3348,13.16,1461.0,23963.4,15505.91,8457.49,1,0.6470663595316191,15
CUST0000096,Blue Foods 96,Municipal,Boston,MA,Northeast,,D,False,True,0.0,0.0,0.0,37509.81,22928.29,14581.52,0,0.6112611607470153,20
CUST0000097,North Services 97,Residential,Seattle,WA,West,,A,False,True,0.0,0.0,0.0,20576.84,0.0,20576.84,1,0.0,15
CUST0000098,Ever Properties 98,Unknown,Austin,TX,South,2023-01-26,A,True,False,0.0,0.0,0.0,14127.89,5164.46,8963.43,1,0.36555069440659577,10
CUST0000099,Blue Schools 99,Industrial,Phoenix,AZ,West,,A,True,True,217988.23,3.8945,1462.0,28082.5,14907.08,13175.42,1,0.5308316567257189,10
CUST0000100,Blue Schools 100,Residential,Chicago,IL,Midwest,,D,True,False,0.0,0.0,0.0,27850.86,18793.79,9057.07,1,0.6748010653890042,25
CUST0000101,Green Properties 101,Commercial,Seattle,WA,West,,A,True,True,0.0,0.0,0.0,19189.57,17565.05,1624.52,0,0.9153435955052667,0
CUST0000102,Prime Properties 102,Commercial,Atlanta,GA,South,,C,True,False,0.0,0.0,0.0,25589.16,23310.57,2278.59,0,0.9109548730790694,15
CUST0000103,North Services 103,Industrial,Atlanta,GA,South,,B,False,True,0.0,0.0,0.0,13210.75,0.0,13210.75,1,0.0,15
CUST0000104,Urban Schools 104,Unknown,Atlanta,GA,South,,B,False,True,0.0,0.0,0.0,31115.8,7502.13,23613.67,0,0.24110355510705173,5
CUST0000105,Ever Properties 105,Industrial,Dallas,TX,South,2022-06-18,D,True,True,0.0,0.0,0.0,12785.73,12587.91,197.82,1,0.9845280637085251,25
CUST0000106,Prime Services 106,Commercial,Albany,NY,Northeast,2023-08-22,C,True,True,0.0,0.0,0.0,45965.25,15760.9,30204.35,1,0.34288728985483596,25
CUST0000107,Prime Services 107,Unknown,Chicago,IL,Midwest,,C,True,True,0.0,0.0,0.0,40925.67,11825.01,29100.659999999996,1,0.2889387027750554,25
CUST0000108,Green Properties 108,Commercial,Atlanta,GA,South,,C,False,True,0.0,0.0,0.0,12826.32,0.0,12826.32,1,0.0,30
CUST0000109,Prime Manufacturing 109,Residential,Denver,CO,West,,D,False,True,0.0,0.0,0.0,44905.94,21238.06,23667.88,0,0.4729454499783325,20
CUST0000110,North Manufacturing 110,Industrial,Denver,CO,West,,D,True,True,506401.16,9.1789,1458.0,7801.969999999999,3963.5,3838.47,0,0.508012719864342,15
CUST0000111,Prime Schools 111,Residential,Albany,NY,Northeast,,A,True,True,0.0,0.0,0.0,24533.190000000002,15406.6,9126.59,1,0.6279900820072726,10
CUST0000112,North Properties 112,Unknown,Austin,TX,South,2024-08-19,C,True,True,117625.47839999999,218.0786,1460.0,19723.170000000002,1744.84,17978.33,1,0.08846650918691061,25
CUST0000113,Metro Manufacturing 113,Unknown,Dallas,TX,South,,C,False,True,0.0,0.0,0.0,47556.8,0.0,47556.8,1,0.0,30
CUST0000114,Sunrise Homes 114,Industrial,Springfield,IL,Midwest,2021-01-03,D,False,False,1191.9259,2.2052,1458.0,25373.829999999998,0.0,25373.829999999998,1,0.0,30
CUST0000115,Metro Homes 115,Unknown,Dallas,TX,South,2022-03-30,A,False,True,0.0,0.0,0.0,22260.67,7099.83,15160.84,1,0.31894053503331216,15
CUST0000116,Sunrise Retail 116,Municipal,Springfield,IL,Midwest,2018-06-12,D,False,True,0.0,0.0,0.0,9864.66,0.0,9864.66,1,0.0,30
CUST0000117,Blue Services 117,Residential,Albany,NY,Northeast,,A,False,True,0.0,0.0,0.0,34274.32,8420.96,25853.36,1,0.2456929853021154,15
CUST0000118,Blue Labs 118,Industrial,Boston,MA,Northeast,2023-02-14,C,False,False,1503.5349,2.5965,1459.0,18919.35,8981.48,9937.87,1,0.47472455449050843,30
CUST0000119,North Properties 119,Industrial,Phoenix,AZ,West,,D,False,True,0.0,0.0,0.0,36134.850000000006,18253.11,17881.74,1,0.5051386680725116,30
CUST0000120,Ever Homes 120,Commercial,Denver,CO,West,2018-10-11,A,True,False,0.0,0.0,0.0,40465.58,10800.53,29665.049999999996,1,0.26690659073711537,10
CUST0000121,Blue Schools 121,Residential,Springfield,IL,Midwest,,D,False,True,0.0,0.0,0.0,26790.32,23194.45,3595.87,1,0.8657772658184001,30
CUST0000122,Metro Schools 122,Commercial,Seattle,WA,West,2023-06-08,D,False,True,0.0,0.0,0.0,21316.11,21316.11,0.0,0,1.0,20
CUST0000123,North Services 123,Residential,Dallas,TX,South,,C,False,True,0.0,0.0,0.0,39796.3,29420.489999999998,10375.810000000001,0,0.7392770182152612,20
CUST0000124,Blue Retail 124,Industrial,Atlanta,GA,South,,A,True,True,0.0,0.0,0.0,23768.09,568.88,23199.21,1,0.023934611489606444,10
CUST0000125,Prime Schools 125,Residential,Seattle,WA,West,2024-01-02,A,False,True,0.0,0.0,0.0,30481.879999999997,14935.49,15546.39,0,0.4899792926158098,5
CUST0000126,Blue Homes 126,Unknown,Albany,NY,Northeast,2019-11-01,A,True,True,0.0,0.0,0.0,7626.55,0.0,7626.55,1,0.0,10
CUST0000127,Prime Labs 127,Unknown,Atlanta,GA,South,,C,True,True,0.0,0.0,0.0,10002.970000000001,10002.970000000001,0.0,0,1.0,15
CUST0000128,North Retail 128,Industrial,Springfield,IL,Midwest,,A,False,True,0.0,0.0,0.0,12345.64,7280.35,5065.289999999999,1,0.5897102134842747,15
CUST0000129,Blue Manufacturing 129,Commercial,Austin,TX,South,2022-01-03,A,True,True,0.0,0.0,0.0,47999.71,35518.91,12480.8,0,0.7399817623898145,0
CUST0000130,Green Retail 130,Unknown,Atlanta,GA,South,,B,True,True,0.0,0.0,0.0,23591.57,11778.75,11812.82,1,0.4992779200366911,10
CUST0000131,North Foods 131,Residential,Albany,NY,Northeast,,A,False,True,5651.9208,9.8824,1459.0,32676.08,10573.11,22102.97,1,0.3235733906882343,15
CUST0000132,Blue Retail 132,Municipal,Denver,CO,West,,A,True,True,0.0,0.0,0.0,39737.77,0.0,39737.77,1,0.0,10
CUST0000133,Green Manufacturing 133,Commercial,Springfield,IL,Midwest,,A,False,False,0.0,0.0,0.0,16233.7,12652.490000000002,3581.21,1,0.779396563937981,15
CUST0000134,Prime Schools 134,Commercial,Denver,CO,West,2022-04-19,B,False,True,0.0,0.0,0.0,37613.8,0.0,37613.8,1,0.0,15
CUST0000135,Prime Homes 135,Residential,Dallas,TX,South,,D,True,True,0.0,0.0,0.0,10662.93,2539.63,8123.3,0,0.23817374774100553,15
CUST0000136,North Schools 136,Commercial,Denver,CO,West,2019-10-23,D,False,True,0.0,0.0,0.0,15241.11,3150.21,12090.900000000001,1,0.2066916386011255,30
CUST0000137,Ever Retail 137,Industrial,Springfield,IL,Midwest,2025-08-29,A,True,True,0.0,0.0,0.0,5163.67,960.89,4202.78,1,0.18608663992857793,10
CUST0000138,Prime Labs 138,Unknown,Chicago,IL,Midwest,,D,True,True,0.0,0.0,0.0,16246.33,5674.82,10571.51,1,0.3492985800485402,25
CUST0000139,Ever Properties 139,Residential,Springfield,IL,Midwest,,A,False,True,0.0,0.0,0.0,32074.769999999997,0.0,32074.769999999997,1,0.0,15
CUST0000140,Ever Labs 140,Commercial,Springfield,IL,Midwest,2019-12-26,A,False,False,0.0,0.0,0.0,15049.7,7200.83,7848.87,1,0.4784700027243068,15
CUST0000141,Sunrise Foods 141,Residential,Seattle,WA,West,,A,False,True,0.0,0.0,0.0,28516.17,24606.85,3909.3200000000015,0,0.8629086584909544,5
CUST0000142,Metro Schools 142,Unknown,Springfield,IL,Midwest,,D,False,True,0.0,0.0,0.0,30720.08,13336.06,17384.02,0,0.43411540594946363,20
CUST0000143,Urban Properties 143,Commercial,Phoenix,AZ,West,,B,False,True,0.0,0.0,0.0,37268.36,0.0,37268.36,1,0.0,15
CUST0000144,Prime Retail 144,Residential,Denver,CO,West,,C,True,True,0.0,0.0,0.0,39193.95,0.0,39193.95,1,0.0,25
CUST0000145,Metro Homes 145,Industrial,Chicago,IL,Midwest,,B,False,True,0.0,0.0,0.0,18705.39,3528.74,15176.65,0,0.18864829869893115,5
CUST0000146,Urban Services 146,Unknown,Springfield,IL,Midwest,,B,True,True,10256048.19,197.679,1461.0,31403.269999999997,0.0,31403.269999999997,1,0.0,10
CUST0000147,Blue Retail 147,Commercial,Boston,MA,Northeast,2019-03-16,D,True,True,0.0,0.0,0.0,22540.87,10786.96,11753.91,1,0.4785511828070522,25
CUST0000148,Sunrise Manufacturing 148,Municipal,Boston,MA,Northeast,,A,False,False,0.0,0.0,0.0,32243.25,21082.18,11161.070000000002,1,0.6538478596295348,15
CUST0000149,Blue Properties 149,Residential,Springfield,IL,Midwest,,A,False,True,0.0,0.0,0.0,10728.06,5180.91,5547.15,0,0.4829307442352112,5
CUST0000150,Metro Labs 150,Residential,Chicago,IL,Midwest,,B,True,True,0.0,0.0,0.0,7382.709999999999,2474.8,4907.91,1,0.33521565929042324,10
CUST0000151,Metro Homes 151,Residential,Phoenix,AZ,West,,A,True,False,0.0,0.0,0.0,34767.91,0.0,34767.91,1,0.0,10
CUST0000152,Sunrise Foods 152,Municipal,Phoenix,AZ,West,,D,False,True,0.0,0.0,0.0,33545.630000000005,12194.65,21350.980000000003,1,0.36352425040161707,30
CUST0000153,Green Properties 153,Industrial,Albany,NY,Northeast,,A,True,True,785941.08,14.8713,1459.0,30861.36,4639.72,26221.64,1,0.15034074972716693,10
CUST0000154,Green Homes 154,Commercial,Dallas,TX,South,,A,False,False,0.0,0.0,0.0,37073.6,7360.41,29713.190000000002,1,0.19853507617280222,15
CUST0000155,Urban Services 155,Unknown,Atlanta,GA,South,,D,False,False,0.0,0.0,0.0,17754.36,0.0,17754.36,1,0.0,30
CUST0000156,Green Properties 156,Residential,Boston,MA,Northeast,,A,False,True,0.0,0.0,0.0,45462.53,23103.75,22358.78,0,0.5081932307770817,5
CUST0000157,Sunrise Labs 157,Residential,Atlanta,GA,South,,B,False,True,0.0,0.0,0.0,26206.18,3762.64,22443.54,1,0.14357834678690293,15
CUST0000158,Sunrise Labs 158,Commercial,Springfield,IL,Midwest,,B,False,True,0.0,0.0,0.0,35538.509999999995,35538.509999999995,0.0,0,1.0,5
CUST0000159,Sunrise Properties 159,Municipal,Albany,NY,Northeast,2020-12-05,A,True,True,32577882.0392,577.848,2915.0,24546.129999999997,0.0,24546.129999999997,1,0.0,10
CUST0000160,Urban Homes 160,Industrial,Chicago,IL,Midwest,,A,False,True,4111.8166,7.6893,1461.0,13873.34,12911.18,962.16,0,0.9306468377477954,5
CUST0000161,Prime Properties 161,Residential,Dallas,TX,South,,A,False,True,0.0,0.0,0.0,23088.14,15504.07,7584.07,1,0.6715166314826574,15
CUST0000162,Blue Manufacturing 162,Residential,Austin,TX,South,,D,True,True,11414.6037,21.1013,1461.0,14339.53,0.0,14339.53,1,0.0,25
CUST0000163,Metro Labs 163,Residential,Boston,MA,Northeast,,D,True,False,261002.837,389.1187,2918.0,32185.4,0.0,32185.4,1,0.0,25
CUST0000164,Ever Labs 164,Unknown,Springfield,IL,Midwest,,D,True,True,0.0,0.0,0.0,23229.18,9644.25,13584.93,1,0.4151782370277384,25
CUST0000165,Blue Foods 165,Commercial,Austin,TX,South,2021-03-04,A,False,True,0.0,0.0,0.0,39128.57,11540.19,27588.38,1,0.2949300217207018,15
CUST0000166,Urban Foods 166,Unknown,Chicago,IL,Midwest,2023-08-02,A,True,False,11495.1899,20.1431,1456.0,44659.59,10651.34,34008.25,1,0.23850062215080794,10
CUST0000167,Blue Services 167,Residential,Seattle,WA,West,,B,True,True,0.0,0.0,0.0,8497.02,0.0,8497.02,1,0.0,10
CUST0000168,Metro Manufacturing 168,Municipal,Chicago,IL,Midwest,2021-05-09,A,True,False,0.0,0.0,0.0,24892.059999999998,23161.1,1730.96,1,0.930461359967797,10
CUST0000169,Urban Services 169,Industrial,Chicago,IL,Midwest,,C,False,False,7059.5552,13.4523,1460.0,11010.99,0.0,11010.99,1,0.0,30
CUST0000170,Prime Manufacturing 170,Industrial,Chicago,IL,Midwest,2018-06-16,A,True,True,0.0,0.0,0.0,26250.31,19190.36,7059.95,1,0.7310526999490673,10
CUST0000171,Ever Services 171,Municipal,Austin,TX,South,,D,False,True,0.0,0.0,0.0,26657.83,13177.33,13480.5,1,0.49431367819511185,30
