customer_id,customer_name,segment,city,state,region,signup_date,credit_class,autopay_flag,active_flag
CUST0000078,Green Schools 78,Unknown,Seattle,WA,West,2019-05-31,A,True,True
CUST0000079,Prime Schools 79,Residential,Dallas,TX,South,2021-03-11,C,True,True
CUST0000080,Ever Labs 80,Unknown,Seattle,WA,West,2019-02-28,B,False,True
CUST0000081,Ever Properties 81,Municipal,Springfield,IL,Midwest,,B,False,True
CUST0000082,Sunrise Manufacturing 82,Municipal,Albany,NY,Northeast,,A,True,True
CUST0000083,Urban Services 83,Industrial,Springfield,IL,Midwest,,A,False,True
CUST0000084,Metro Schools 84,Residential,Phoenix,AZ,West,,B,True,True
CUST0000085,Blue Foods 85,Commercial,Boston,MA,Northeast,,A,False,True
CUST0000086,Sunrise Services 86,Residential,Dallas,TX,South,,C,True,True
CUST0000087,Green Labs 87,Commercial,Denver,CO,West,,A,True,True
CUST0000088,North Labs 88,Residential,Boston,MA,Northeast,,A,True,True
CUST0000089,Blue Homes 89,Unknown,Denver,CO,West,2021-06-30,A,False,True
CUST0000090,Sunrise Retail 90,Unknown,Atlanta,GA,South,,C,False,True
CUST0000091,Green Retail 91,Residential,Seattle,WA,West,,D,True,True
CUST0000092,Green Schools 92,Municipal,Seattle,WA,West,,B,False,True
CUST0000093,Metro Properties 93,Industrial,Boston,MA,Northeast,2025-10-27,D,True,True
CUST0000094,Prime Labs 94,Unknown,Atlanta,GA,South,,A,False,True
CUST0000095,Metro Homes 95,Unknown,Denver,CO,West,,B,False,True
CUST0000096,Blue Foods 96,Municipal,Boston,MA,Northeast,,D,False,True
CUST0000097,North Services 97,Residential,Seattle,WA,West,,A,False,True
CUST0000098,Ever Properties 98,Unknown,Austin,TX,South,2023-01-26,A,True,False
CUST0000099,Blue Schools 99,Industrial,Phoenix,AZ,West,,A,True,True
CUST0000100,Blue Schools 100,Residential,Chicago,IL,Midwest,,D,True,False
CUST0000101,Green Properties 101,Commercial,Seattle,WA,West,,A,True,True
CUST0000102,Prime Properties 102,Commercial,Atlanta,GA,South,,C,True,False
CUST0000103,North Services 103,Industrial,Atlanta,GA,South,,B,False,True
CUST0000104,Urban Schools 104,Unknown,Atlanta,GA,South,,B,False,True
CUST0000105,Ever Properties 105,Industrial,Dallas,TX,South,2022-06-18,D,True,True
CUST0000106,Prime Services 106,Commercial,Albany,NY,Northeast,2023-08-22,C,True,True
CUST0000107,Prime Services 107,Unknown,Chicago,IL,Midwest,,C,True,True
CUST0000108,Green Properties 108,Commercial,Atlanta,GA,South,,C,False,True
CUST0000109,Prime Manufacturing 109,Residential,Denver,CO,West,,D,False,True
CUST0000110,North Manufacturing 110,Industrial,Denver,CO,West,,D,True,True
CUST0000111,Prime Schools 111,Residential,Albany,NY,Northeast,,A,True,True
CUST0000112,North Properties 112,Unknown,Austin,TX,South,2024-08-19,C,True,True
CUST0000113,Metro Manufacturing 113,Unknown,Dallas,TX,South,,C,False,True
CUST0000114,Sunrise Homes 114,Industrial,Springfield,IL,Midwest,2021-01-03,D,False,False
CUST0000115,Metro Homes 115,Unknown,Dallas,TX,South,2022-03-30,A,False,True
CUST0000116,Sunrise Retail 116,Municipal,Springfield,IL,Midwest,2018-06-12,D,False,True
CUST0000117,Blue Services 117,Residential,Albany,NY,Northeast,,A,False,True
CUST0000118,Blue Labs 118,Industrial,Boston,MA,Northeast,2023-02-14,C,False,False
CUST0000119,North Properties 119,Industrial,Phoenix,AZ,West,,D,False,True
CUST0000120,Ever Homes 120,Commercial,Denver,CO,West,2018-10-11,A,True,False
CUST0000121,Blue Schools 121,Residential,Springfield,IL,Midwest,,D,False,True
CUST0000122,Metro Schools 122,Commercial,Seattle,WA,West,2023-06-08,D,False,True
CUST0000123,North Services 123,Residential,Dallas,TX,South,,C,False,True
CUST0000124,Blue Retail 124,Industrial,Atlanta,GA,South,,A,True,True
CUST0000125,Prime Schools 125,Residential,Seattle,WA,West,2024-01-02,A,False,True
CUST0000126,Blue Homes 126,Unknown,Albany,NY,Northeast,2019-11-01,A,True,True
CUST0000127,Prime Labs 127,Unknown,Atlanta,GA,South,,C,True,True
CUST0000128,North Retail 128,Industrial,Springfield,IL,Midwest,,A,False,True
CUST0000129,Blue Manufacturing 129,Commercial,Austin,TX,South,2022-01-03,A,True,True
CUST0000130,Green Retail 130,Unknown,Atlanta,GA,South,,B,True,True
CUST0000131,North Foods 131,Residential,Albany,NY,Northeast,,A,False,True
CUST0000132,Blue Retail 132,Municipal,Denver,CO,West,,A,True,True
CUST0000133,Green Manufacturing 133,Commercial,Springfield,IL,Midwest,,A,False,False
CUST0000134,Prime Schools 134,Commercial,Denver,CO,West,2022-04-19,B,False,True
CUST0000135,Prime Homes 135,Residential,Dallas,TX,South,,D,True,True
CUST0000136,North Schools 136,Commercial,Denver,CO,West,2019-10-23,D,False,True
CUST0000137,Ever Retail 137,Industrial,Springfield,IL,Midwest,2025-08-29,A,True,True
CUST0000138,Prime Labs 138,Unknown,Chicago,IL,Midwest,,D,True,True
CUST0000139,Ever Properties 139,Residential,Springfield,IL,Midwest,,A,False,True
CUST0000140,Ever Labs 140,Commercial,Springfield,IL,Midwest,2019-12-26,A,False,False
CUST0000141,Sunrise Foods 141,Residential,Seattle,WA,West,,A,False,True
CUST0000142,Metro Schools 142,Unknown,Springfield,IL,Midwest,,D,False,True
CUST0000143,Urban Properties 143,Commercial,Phoenix,AZ,West,,B,False,True
CUST0000144,Prime Retail 144,Residential,Denver,CO,West,,C,True,True
CUST0000145,Metro Homes 145,Industrial,Chicago,IL,Midwest,,B,False,True
CUST0000146,Urban Services 146,Unknown,Springfield,IL,Midwest,,B,True,True
CUST0000147,Blue Retail 147,Commercial,Boston,MA,Northeast,2019-03-16,D,True,True
CUST0000148,Sunrise Manufacturing 148,Municipal,Boston,MA,Northeast,,A,False,False
CUST0000149,Blue Properties 149,Residential,Springfield,IL,Midwest,,A,False,True
CUST0000150,Metro Labs 150,Residential,Chicago,IL,Midwest,,B,True,True
CUST0000151,Metro Homes 151,Residential,Phoenix,AZ,West,,A,True,False
CUST0000152,Sunrise Foods 152,Municipal,Phoenix,AZ,West,,D,False,True
CUST0000153,Green Properties 153,Industrial,Albany,NY,Northeast,,A,True,True
CUST0000154,Green Homes 154,Commercial,Dallas,TX,South,,A,False,False
CUST0000155,Urban Services 155,Unknown,Atlanta,GA,South,,D,False,False
CUST0000156,Green Properties 156,Residential,Boston,MA,Northeast,,A,False,True
CUST0000157,Sunrise Labs 157,Residential,Atlanta,GA,South,,B,False,True
CUST0000158,Sunrise Labs 158,Commercial,Springfield,IL,Midwest,,B,False,True
CUST0000159,Sunrise Properties 159,Municipal,Albany,NY,Northeast,2020-12-05,A,True,True
CUST0000160,Urban Homes 160,Industrial,Chicago,IL,Midwest,,A,False,True
CUST0000161,Prime Properties 161,Residential,Dallas,TX,South,,A,False,True
CUST0000162,Blue Manufacturing 162,Residential,Austin,TX,South,,D,True,True
CUST0000163,Metro Labs 163,Residential,Boston,MA,Northeast,,D,True,False
CUST0000164,Ever Labs 164,Unknown,Springfield,IL,Midwest,,D,True,True
CUST0000165,Blue Foods 165,Commercial,Austin,TX,South,2021-03-04,A,False,True
CUST0000166,Urban Foods 166,Unknown,Chicago,IL,Midwest,2023-08-02,A,True,False
CUST0000167,Blue Services 167,Residential,Seattle,WA,West,,B,True,True
CUST0000168,Metro Manufacturing 168,Municipal,Chicago,IL,Midwest,2021-05-09,A,True,False
CUST0000169,Urban Services 169,Industrial,Chicago,IL,Midwest,,C,False,False
CUST0000170,Prime Manufacturing 170,Industrial,Chicago,IL,Midwest,2018-06-16,A,True,True
CUST0000171,Ever Services 171,Municipal,Austin,TX,South,,D,False,True
CUST0000172,Ever Labs 172,Municipal,Seattle,WA,West,,B,True,False
CUST0000173,Blue Foods 173,Industrial,Atlanta,GA,South,2025-01-05,A,True,True
CUST0000174,Prime Homes 174,Municipal,Springfield,IL,Midwest,2019-06-16,A,False,True
CUST0000175,North Labs 175,Residential,Atlanta,GA,South,2022-07-30,D,True,True
CUST0000176,Blue Manufacturing 176,Residential,Phoenix,AZ,West,,D,True,True
CUST0000177,Blue Retail 177,Industrial,Austin,TX,South,,B,False,True
CUST0000178,North Schools 178,Industrial,Boston,MA,Northeast,,C,False,True
CUST0000179,Blue Retail 179,Industrial,Atlanta,GA,South,,D,True,True
CUST0000180,Green Retail 180,Industrial,Springfield,IL,Midwest,,D,True,False
CUST0000181,Urban Manufacturing 181,Commercial,Atlanta,GA,South,,C,False,True
CUST0000182,Sunrise Manufacturing 182,Industrial,Dallas,TX,South,,D,False,True
CUST0000183,Metro Labs 183,Industrial,Atlanta,GA,South,,A,True,True
CUST0000184,Urban Properties 184,Industrial,Denver,CO,West,,A,False,True
CUST0000185,Ever Services 185,Industrial,Denver,CO,West,,C,True,True
CUST0000186,Ever Homes 186,Unknown,Boston,MA,Northeast,2019-10-19,B,False,True
CUST0000187,Metro Homes 187,Residential,Chicago,IL,Midwest,,C,False,False
CUST0000188,Blue Properties 188,Municipal,Dallas,TX,South,2022-08-24,D,True,True
CUST0000189,Metro Services 189,Commercial,Springfield,IL,Midwest,2019-12-28,A,True,True
CUST0000190,Urban Labs 190,Industrial,Austin,TX,South,2025-08-31,B,False,True
CUST0000191,Blue Foods 191,Commercial,Boston,MA,Northeast,,B,True,True
CUST0000192,Ever Labs 192,Municipal,Dallas,TX,South,,C,False,True
CUST0000193,Ever Homes 193,Residential,Seattle,WA,West,,A,True,True
CUST0000194,Urban Services 194,Residential,Austin,TX,South,,A,True,True
CUST0000195,Sunrise Properties 195,Municipal,Austin,TX,South,,A,True,True
CUST0000196,Sunrise Properties 196,Commercial,Boston,MA,Northeast,2024-05-30,C,False,True
CUST0000197,North Properties 197,Unknown,Albany,NY,Northeast,,B,False,True
CUST0000198,Urban Properties 198,Industrial,Austin,TX,South,2021-04-24,A,False,True
CUST0000199,Sunrise Manufacturing 199,Commercial,Denver,CO,West,,B,True,True
CUST0000200,North Properties 200,Municipal,Seattle,WA,West,,B,True,True
CUST0000201,Blue Retail 201,Commercial,Phoenix,AZ,West,,B,False,True
CUST0000202,Prime Labs 202,Municipal,Seattle,WA,West,2018-08-05,A,True,True
CUST0000203,Sunrise Services 203,Commercial,Chicago,IL,Midwest,,A,False,False
CUST0000204,Blue Foods 204,Residential,Chicago,IL,Midwest,,A,True,False
CUST0000205,Green Services 205,Residential,Chicago,IL,Midwest,,D,False,False
CUST0000206,Metro Schools 206,Residential,Albany,NY,Northeast,2019-08-25,C,False,False
CUST0000207,Blue Manufacturing 207,Municipal,Austin,TX,South,,C,True,True
CUST0000208,Blue Foods 208,Residential,Denver,CO,West,,A,True,True
CUST0000209,North Properties 209,Municipal,Austin,TX,South,,D,False,False
CUST0000210,North Properties 210,Commercial,Springfield,IL,Midwest,,A,True,True
CUST0000211,Urban Homes 211,Industrial,Boston,MA,Northeast,,C,False,True
CUST0000212,Sunrise Schools 212,Industrial,Chicago,IL,Midwest,,C,False,True
CUST0000213,Blue Properties 213,Residential,Seattle,WA,West,2020-10-16,B,False,False
CUST0000214,Blue Manufacturing 214,Unknown,Seattle,WA,West,2023-09-15,C,True,True
CUST0000215,Urban Labs 215,Commercial,Phoenix,AZ,West,,A,False,True
CUST0000216,Metro Schools 216,Municipal,Dallas,TX,South,,A,True,True
CUST0000217,Sunrise Services 217,Unknown,Denver,CO,West,2023-04-13,D,True,True
CUST0000218,Sunrise Retail 218,Unknown,Chicago,IL,Midwest,,A,False,True
CUST0000219,Ever Manufacturing 219,Residential,Atlanta,GA,South,,A,True,True
CUST0000220,Metro Services 220,Residential,Springfield,IL,Midwest,,C,False,False
CUST0000221,Ever Services 221,Commercial,Austin,TX,South,,C,True,True
CUST0000222,North Retail 222,Unknown,Atlanta,GA,South,,A,True,False
CUST0000223,North Schools 223,Commercial,Phoenix,AZ,West,2023-07-23,A,True,True
CUST0000224,Urban Properties 224,Commercial,Phoenix,AZ,West,,C,True,True
CUST0000225,North Schools 225,Residential,Atlanta,GA,South,,B,True,True
CUST0000226,Urban Schools 226,Industrial,Dallas,TX,South,,A,False,True
CUST0000227,Metro Retail 227,Unknown,Seattle,WA,West,,C,False,True
CUST0000228,Urban Properties 228,Residential,Albany,NY,Northeast,2020-09-04,B,True,True
CUST0000229,Ever Retail 229,Residential,Albany,NY,Northeast,2021-04-15,D,True,True
CUST0000230,Urban Labs 230,Unknown,Austin,TX,South,2021-01-11,A,True,True
CUST0000231,Blue Retail 231,Commercial,Chicago,IL,Midwest,,A,True,True
CUST0000232,North Homes 232,Unknown,Denver,CO,West,,D,False,True
CUST0000233,Metro Properties 233,Commercial,Phoenix,AZ,West,,C,False,True
CUST0000234,Ever Schools 234,Commercial,Seattle,WA,West,2021-08-29,D,True,True
CUST0000235,Blue Homes 235,Industrial,Springfield,IL,Midwest,,A,False,True
CUST0000236,Green Services 236,Municipal,Seattle,WA,West,,B,True,True
CUST0000237,Urban Homes 237,Industrial,Dallas,TX,South,,D,True,True
CUST0000238,Ever Services 238,Municipal,Boston,MA,Northeast,,A,False,False
CUST0000239,Sunrise Properties 239,Commercial,Dallas,TX,South,,A,True,False
CUST0000240,Ever Retail 240,Municipal,Atlanta,GA,South,2021-05-03,B,True,False
CUST0000241,Blue Schools 241,Residential,Seattle,WA,West,,B,True,True
CUST0000242,Urban Schools 242,Unknown,Albany,NY,Northeast,,C,True,False
CUST0000243,North Homes 243,Industrial,Springfield,IL,Midwest,,D,True,False
CUST0000244,Urban Services 244,Commercial,Chicago,IL,Midwest,,B,False,True
CUST0000245,Metro Labs 245,Unknown,Dallas,TX,South,2023-03-03,C,False,True
CUST0000246,Blue Services 246,Unknown,Springfield,IL,Midwest,,A,False,True
CUST0000247,Sunrise Homes 247,Commercial,Seattle,WA,West,,A,True,True
CUST0000248,Urban Retail 248,Unknown,Austin,TX,South,,C,True,True
CUST0000249,Urban Properties 249,Commercial,Austin,TX,South,2018-04-13,C,False,True
CUST0000250,Metro Labs 250,Residential,Dallas,TX,South,2023-11-11,B,True,True
CUST0000251,Ever Properties 251,Municipal,Boston,MA,Northeast,,C,True,True
CUST0000252,Sunrise Properties 252,Municipal,Springfield,IL,Midwest,,A,True,True
CUST0000253,Sunrise Manufacturing 253,Residential,Seattle,WA,West,2022-11-20,C,False,True
CUST0000254,Green Services 254,Municipal,Boston,MA,Northeast,,D,False,True
CUST0000255,Metro Foods 255,Industrial,Seattle,WA,West,2023-03-12,A,True,False
CUST0000256,Prime Properties 256,Municipal,Denver,CO,West,,B,True,True
CUST0000257,Urban Manufacturing 257,Commercial,Denver,CO,West,2020-10-05,C,False,True
CUST0000258,Prime Foods 258,Unknown,Albany,NY,Northeast,2025-06-09,C,True,True
CUST0000259,North Retail 259,Unknown,Dallas,TX,South,,A,True,True
CUST0000260,Ever Properties 260,Industrial,Phoenix,AZ,West,,A,True,True
CUST0000261,Sunrise Foods 261,Municipal,Phoenix,AZ,West,,B,True,True
CUST0000262,North Foods 262,Industrial,Phoenix,AZ,West,,D,False,False
CUST0000263,North Labs 263,Municipal,Austin,TX,South,2020-11-25,A,False,True
CUST0000264,Metro Labs 264,Residential,Seattle,WA,West,,B,False,True
CUST0000265,Metro Foods 265,Municipal,Springfield,IL,Midwest,,D,False,True
CUST0000266,Ever Properties 266,Unknown,Albany,NY,Northeast,2025-12-12,A,False,True
CUST0000267,Ever Manufacturing 267,Residential,Phoenix,AZ,West,,C,True,False
CUST0000268,Urban Manufacturing 268,Commercial,Denver,CO,West,2018-04-18,A,False,True
CUST0000269,Green Manufacturing 269,Unknown,Austin,TX,South,,D,True,True
CUST0000270,Blue Foods 270,Residential,Atlanta,GA,South,2021-12-19,B,True,False
CUST0000271,North Foods 271,Municipal,Dallas,TX,South,,D,True,False
CUST0000272,Sunrise Homes 272,Municipal,Chicago,IL,Midwest,2022-06-02,A,True,False
CUST0000273,Green Manufacturing 273,Industrial,Phoenix,AZ,West,2023-10-14,A,True,True
CUST0000274,Green Schools 274,Unknown,Atlanta,GA,South,,D,False,True
CUST0000275,Ever Foods 275,Municipal,Atlanta,GA,South,,C,True,True
CUST0000276,Blue Properties 276,Unknown,Seattle,WA,West,2019-02-20,A,False,True
CUST0000277,North Retail 277,Residential,Boston,MA,Northeast,,D,False,False
CUST0000278,Metro Manufacturing 278,Industrial,Albany,NY,Northeast,,D,False,True
CUST0000279,North Homes 279,Residential,Seattle,WA,West,,B,False,False
CUST0000280,North Labs 280,Residential,Springfield,IL,Midwest,,A,False,True
CUST0000281,North Properties 281,Residential,Austin,TX,South,,B,False,False
CUST0000282,Prime Homes 282,Residential,Seattle,WA,West,,C,True,True
CUST0000283,Prime Schools 283,Commercial,Albany,NY,Northeast,2019-04-22,A,True,True
CUST0000284,Green Properties 284,Residential,Springfield,IL,Midwest,,A,False,True
CUST0000285,Blue Homes 285,Unknown,Atlanta,GA,South,2020-07-20,A,True,True
CUST0000286,Prime Manufacturing 286,Industrial,Boston,MA,Northeast,,C,False,True
CUST0000287,Blue Foods 287,Residential,Chicago,IL,Midwest,,B,True,True
CUST0000288,Metro Retail 288,Industrial,Boston,MA,Northeast,2021-04-12,D,False,True
CUST0000289,Sunrise Manufacturing 289,Residential,Chicago,IL,Midwest,2023-03-01,B,False,True
CUST0000290,Blue Homes 290,Commercial,Denver,CO,West,,D,False,True
CUST0000291,Ever Services 291,Municipal,Boston,MA,Northeast,,C,False,True
CUST0000292,Prime Properties 292,Industrial,Dallas,TX,South,,A,True,True
CUST0000293,Prime Homes 293,Industrial,Albany,NY,Northeast,,A,True,True
CUST0000294,Prime Properties 294,Residential,Denver,CO,West,2018-05-10,B,False,True
CUST0000295,North Labs 295,Commercial,Chicago,IL,Midwest,,A,False,True
CUST0000296,Green Manufacturing 296,Residential,Dallas,TX,South,2020-10-03,A,False,True
CUST0000297,Green Services 297,Industrial,Atlanta,GA,South,,A,False,True
CUST0000298,North Homes 298,Municipal,Seattle,WA,West,2023-05-27,C,False,True
CUST0000299,Prime Manufacturing 299,Commercial,Dallas,TX,South,,A,False,True
CUST0000300,Blue Foods 300,Industrial,Albany,NY,Northeast,,D,False,True
CUST0000301,Urban Properties 301,Industrial,Chicago,IL,Midwest,,A,False,False
CUST0000302,Sunrise Manufacturing 302,Unknown,Denver,CO,West,,A,True,True
CUST0000303,Prime Properties 303,Unknown,Boston,MA,Northeast,,A,True,True
CUST0000304,Prime Retail 304,Industrial,Albany,NY,Northeast,,B,True,True
CUST0000305,Sunrise Manufacturing 305,Industrial,Dallas,TX,South,2018-11-16,D,True,True
CUST0000306,Prime Manufacturing 306,Municipal,Chicago,IL,Midwest,,C,True,True
CUST0000307,Metro Schools 307,Residential,Chicago,IL,Midwest,2021-01-18,C,False,False
CUST0000308,North Services 308,Industrial,Seattle,WA,West,,A,True,True
CUST0000309,North Services 309,Industrial,Seattle,WA,West,2025-01-21,B,False,True
CUST0000310,Metro Foods 310,Industrial,Atlanta,GA,South,2023-09-23,B,False,True
CUST0000311,Metro Foods 311,Industrial,Dallas,TX,South,2026-01-18,A,True,True
CUST0000312,Urban Labs 312,Residential,Albany,NY,Northeast,,A,True,False
CUST0000313,North Services 313,Industrial,Denver,CO,West,,C,True,True
CUST0000314,Urban Manufacturing 314,Industrial,Springfield,IL,Midwest,,A,False,False
CUST0000315,Prime Homes 315,Industrial,Seattle,WA,West,2018-05-23,A,True,True
CUST0000316,Sunrise Services 316,Residential,Phoenix,AZ,West,2021-05-25,B,False,True
CUST0000317,Ever Services 317,Unknown,Dallas,TX,South,2021-11-02,A,True,True
CUST0000318,North Foods 318,Commercial,Atlanta,GA,South,,D,False,True
CUST0000319,Green Services 319,Unknown,Phoenix,AZ,West,,A,True,True
CUST0000320,Green Services 320,Commercial,Albany,NY,Northeast,,A,False,True
CUST0000321,Sunrise Labs 321,Unknown,Austin,TX,South,2020-11-21,A,False,True
CUST0000322,Urban Retail 322,Municipal,Boston,MA,Northeast,2018-06-19,C,True,True
CUST0000323,Urban Foods 323,Unknown,Atlanta,GA,South,2023-05-10,D,True,True
CUST0000324,Metro Services 324,Residential,Boston,MA,Northeast,2024-11-09,A,True,True
CUST0000325,Urban Manufacturing 325,Residential,Denver,CO,West,,D,True,True
CUST0000326,Green Labs 326,Unknown,Albany,NY,Northeast,,A,False,True
CUST0000327,Prime Properties 327,Commercial,Phoenix,AZ,West,,A,True,True
CUST0000328,North Homes 328,Municipal,Albany,NY,Northeast,2020-03-28,A,False,True
CUST0000329,Urban Schools 329,Commercial,Chicago,IL,Midwest,,D,False,True
CUST0000330,Blue Homes 330,Municipal,Chicago,IL,Midwest,,B,False,True
CUST0000331,Ever Retail 331,Residential,Austin,TX,South,,B,False,True
CUST0000332,Prime Homes 332,Residential,Atlanta,GA,South,,A,True,True
CUST0000333,Blue Labs 333,Unknown,Phoenix,AZ,West,2023-11-23,A,False,False
CUST0000334,Metro Labs 334,Municipal,Phoenix,AZ,West,,B,True,False
CUST0000335,Blue Schools 335,Residential,Springfield,IL,Midwest,,A,True,True
CUST0000336,Prime Schools 336,Industrial,Chicago,IL,Midwest,,C,True,True
CUST0000337,Ever Schools 337,Residential,Austin,TX,South,2022-11-05,B,False,True
CUST0000338,Blue Schools 338,Unknown,Albany,NY,Northeast,,D,True,True
CUST0000339,North Manufacturing 339,Unknown,Austin,TX,South,,B,False,False
CUST0000340,Green Services 340,Residential,Springfield,IL,Midwest,,D,False,True
