customer_id,customer_name,segment,city,state,region,signup_date,credit_class,autopay_flag,active_flag
CUST0000108,Green Properties 108,Commercial,Atlanta,GA,South,04/13/2024,C,N,Y
CUST0000109,Prime Manufacturing 109,Residential,Denver,CO,West,11/30/2019,D,0,Y
CUST0000110,North Manufacturing 110,Industrial,Denver,CO,West,04/16/2018,D,1,Y
CUST0000111,Prime Schools 111,Residential,Albany,NY,Northeast,2022/08/31,A,Yes,Y
CUST0000112,North Properties 112,,Austin,TX,South,2024-08-19,C,Yes,True
CUST0000113,Metro Manufacturing 113,,Dallas,TX,South,08/19/2022,C,No,Y
CUST0000114,Sunrise Homes 114,Industrial,Springfield,IL,Midwest,2021-01-03,D,No,N
CUST0000115,Metro Homes 115,,Dallas,TX,South,2022-03-30,A,No,Y
CUST0000116,Sunrise Retail 116,Municipal,Springfield,IL,Midwest,2018-06-12,D,0,Y
CUST0000117,Blue Services 117,Residential,Albany,NY,Northeast,01/02/2020,A,N,Y
CUST0000118,Blue Labs 118,Industrial,Boston,MA,Northeast,2023-02-14,C,No,N
CUST0000119,North Properties 119,Industrial,Phoenix,AZ,West,2020/09/28,D,No,Y
CUST0000120,Ever Homes 120,Commercial,Denver,CO,West,2018-10-11,a,Y,N
CUST0000121,Blue Schools 121,Residential,Springfield,IL,Midwest,2023/05/04,D,N,Y
CUST0000122,Metro Schools 122,Commercial,Seattle,WA,West,2023-06-08,D,0,True
CUST0000123,North Services 123,Residential,Dallas,TX,South,2024/09/23,C,N,Y
CUST0000124,Blue Retail 124,Industrial,Atlanta,GA,South,2022/05/08,A,Yes,Y
CUST0000125,Prime Schools 125,Residential,Seattle,WA,West,2024-01-02,a,0,Y
CUST0000126,Blue Homes 126,,Albany,NY,Northeast,2019-11-01,a,Yes,Y
CUST0000127,Prime Labs 127,,Atlanta,GA,South,2024/08/17,C,Yes,Y
CUST0000128,North Retail 128,Industrial,Springfield,IL,Midwest,12/10/2023,A,0,Y
CUST0000129,Blue Manufacturing 129,Commercial,Austin,TX,South,2022-01-03,A,1,Y
CUST0000130,Green Retail 130,,Atlanta,GA,South,10/23/2024,B,1,True
CUST0000131,North Foods 131,Residential,Albany,NY,Northeast,2019/01/31,a,0,Y
CUST0000132,Blue Retail 132,Municipal,Denver,CO,West,2023/03/07,a,Y,Y
CUST0000133,Green Manufacturing 133,Commercial,Springfield,IL,Midwest,09/22/2022,A,N,N
CUST0000134,Prime Schools 134,Commercial,Denver,CO,West,2022-04-19,B,0,Y
CUST0000135,Prime Homes 135,Residential,Dallas,TX,South,2025/07/12,D,Y,Y
CUST0000136,North Schools 136,Commercial,Denver,CO,West,2019-10-23,D,0,Y
CUST0000137,Ever Retail 137,Industrial,Springfield,IL,Midwest,2025-08-29,A,Y,Y
CUST0000138,Prime Labs 138,,Chicago,IL,Midwest,06/15/2019,D,Y,Y
CUST0000139,Ever Properties 139,Residential,Springfield,IL,Midwest,08/16/2019,A,No,True
CUST0000140,Ever Labs 140,Commercial,Springfield,IL,Midwest,2019-12-26,A,No,N
CUST0000141,Sunrise Foods 141,Residential,Seattle,WA,West,04/26/2021,A,No,True
CUST0000142,Metro Schools 142,,Springfield,IL,Midwest,2024/06/01,D,N,Y
CUST0000143,Urban Properties 143,Commercial,Phoenix,AZ,West,06/02/2019,B,No,Y
CUST0000144,Prime Retail 144,Residential,Denver,CO,West,2019/01/11,C,Yes,Y
CUST0000145,Metro Homes 145,Industrial,Chicago,IL,Midwest,2024/11/14,B,N,True
CUST0000146,Urban Services 146,,Springfield,IL,Midwest,2018/08/13,B,Yes,Y
CUST0000147,Blue Retail 147,Commercial,Boston,MA,Northeast,2019-03-16,D,Y,Y
CUST0000148,Sunrise Manufacturing 148,Municipal,Boston,MA,Northeast,2021/11/05,a,0,N
CUST0000149,Blue Properties 149,Residential,Springfield,IL,Midwest,12/22/2025,A,0,Y
CUST0000150,Metro Labs 150,Residential,Chicago,IL,Midwest,01/10/2019,B,Yes,Y
CUST0000151,Metro Homes 151,Residential,Phoenix,AZ,West,2020/03/16,a,1,N
CUST0000152,Sunrise Foods 152,Municipal,Phoenix,AZ,West,03/02/2023,D,N,True
CUST0000153,Green Properties 153,Industrial,Albany,NY,Northeast,06/13/2020,a,Y,Y
CUST0000154,Green Homes 154,Commercial,Dallas,TX,South,2019/02/28,a,0,N
CUST0000155,Urban Services 155,,Atlanta,GA,South,2023/10/04,D,0,N
CUST0000156,Green Properties 156,Residential,Boston,MA,Northeast,2025/11/08,a,0,True
CUST0000157,Sunrise Labs 157,Residential,Atlanta,GA,South,2023/12/09,B,No,Y
CUST0000158,Sunrise Labs 158,Commercial,Springfield,IL,Midwest,07/30/2019,B,N,Y
CUST0000159,Sunrise Properties 159,Municipal,Albany,NY,Northeast,2020-12-05,a,1,True
CUST0000160,Urban Homes 160,Industrial,Chicago,IL,Midwest,11/17/2021,A,N,Y
CUST0000161,Prime Properties 161,Residential,Dallas,TX,South,2018/07/02,A,N,Y
CUST0000162,Blue Manufacturing 162,Residential,Austin,TX,South,12/11/2025,D,Y,Y
CUST0000163,Metro Labs 163,Residential,Boston,MA,Northeast,2020/06/02,D,Yes,N
CUST0000164,Ever Labs 164,,Springfield,IL,Midwest,2021/09/19,D,Y,Y
CUST0000165,Blue Foods 165,Commercial,Austin,TX,South,2021-03-04,a,N,Y
CUST0000166,Urban Foods 166,,Chicago,IL,Midwest,2023-08-02,A,Y,N
CUST0000167,Blue Services 167,Residential,Seattle,WA,West,2021/10/02,B,1,Y
CUST0000168,Metro Manufacturing 168,Municipal,Chicago,IL,Midwest,2021-05-09,A,Yes,N
CUST0000169,Urban Services 169,Industrial,Chicago,IL,Midwest,09/28/2021,C,N,N
CUST0000170,Prime Manufacturing 170,Industrial,Chicago,IL,Midwest,2018-06-16,a,1,Y
CUST0000171,Ever Services 171,Municipal,Austin,TX,South,2018/02/22,D,No,Y
CUST0000172,Ever Labs 172,Municipal,Seattle,WA,West,01/23/2023,B,Yes,N
CUST0000173,Blue Foods 173,Industrial,Atlanta,GA,South,2025-01-05,a,Y,Y
CUST0000174,Prime Homes 174,Municipal,Springfield,IL,Midwest,2019-06-16,a,No,Y
CUST0000175,North Labs 175,Residential,Atlanta,GA,South,2022-07-30,D,Y,Y
CUST0000176,Blue Manufacturing 176,Residential,Phoenix,AZ,West,2021/10/15,D,1,True
CUST0000177,Blue Retail 177,Industrial,Austin,TX,South,2025/01/30,B,0,Y
CUST0000178,North Schools 178,Industrial,Boston,MA,Northeast,2018/12/05,C,No,Y
CUST0000179,Blue Retail 179,Industrial,Atlanta,GA,South,2021/10/14,D,Yes,Y
CUST0000180,Green Retail 180,Industrial,Springfield,IL,Midwest,12/03/2025,D,Yes,N
CUST0000181,Urban Manufacturing 181,Commercial,Atlanta,GA,South,02/25/2022,C,No,Y
CUST0000182,Sunrise Manufacturing 182,Industrial,Dallas,TX,South,2024/01/12,D,0,Y
CUST0000183,Metro Labs 183,Industrial,Atlanta,GA,South,01/13/2025,A,Y,Y
CUST0000184,Urban Properties 184,Industrial,Denver,CO,West,10/21/2025,a,0,True
CUST0000185,Ever Services 185,Industrial,Denver,CO,West,03/25/2021,C,Y,Y
CUST0000186,Ever Homes 186,,Boston,MA,Northeast,2019-10-19,B,0,Y
CUST0000187,Metro Homes 187,Residential,Chicago,IL,Midwest,03/26/2018,C,N,N
CUST0000188,Blue Properties 188,Municipal,Dallas,TX,South,2022-08-24,D,Y,Y
CUST0000189,Metro Services 189,Commercial,Springfield,IL,Midwest,2019-12-28,A,1,Y
CUST0000190,Urban Labs 190,Industrial,Austin,TX,South,2025-08-31,B,0,Y
CUST0000191,Blue Foods 191,Commercial,Boston,MA,Northeast,2023/11/01,B,Yes,Y
CUST0000192,Ever Labs 192,Municipal,Dallas,TX,South,01/04/2020,C,No,Y
CUST0000193,Ever Homes 193,Residential,Seattle,WA,West,2022/04/01,a,1,Y
CUST0000194,Urban Services 194,Residential,Austin,TX,South,2023/03/20,a,Yes,Y
CUST0000195,Sunrise Properties 195,Municipal,Austin,TX,South,2025/08/22,A,1,True
CUST0000196,Sunrise Properties 196,Commercial,Boston,MA,Northeast,2024-05-30,C,N,Y
CUST0000197,North Properties 197,,Albany,NY,Northeast,2019/07/21,B,0,True
CUST0000198,Urban Properties 198,Industrial,Austin,TX,South,2021-04-24,a,No,Y
CUST0000199,Sunrise Manufacturing 199,Commercial,Denver,CO,West,12/31/2023,B,1,Y
CUST0000200,North Properties 200,Municipal,Seattle,WA,West,2018/04/20,B,1,Y
CUST0000201,Blue Retail 201,Commercial,Phoenix,AZ,West,06/24/2022,B,0,True
CUST0000202,Prime Labs 202,Municipal,Seattle,WA,West,2018-08-05,a,1,Y
CUST0000203,Sunrise Services 203,Commercial,Chicago,IL,Midwest,08/13/2024,A,N,N
CUST0000204,Blue Foods 204,Residential,Chicago,IL,Midwest,2021/03/17,a,Y,N
CUST0000205,Green Services 205,Residential,Chicago,IL,Midwest,2019/03/06,D,N,N
CUST0000206,Metro Schools 206,Residential,Albany,NY,Northeast,2019-08-25,C,N,N
CUST0000207,Blue Manufacturing 207,Municipal,Austin,TX,South,08/22/2018,C,Yes,True
CUST0000208,Blue Foods 208,Residential,Denver,CO,West,2025/06/12,a,Y,Y
CUST0000209,North Properties 209,Municipal,Austin,TX,South,05/03/2020,D,0,N
CUST0000210,North Properties 210,Commercial,Springfield,IL,Midwest,2025/07/04,a,Y,True
CUST0000211,Urban Homes 211,Industrial,Boston,MA,Northeast,02/24/2025,C,0,True
CUST0000212,Sunrise Schools 212,Industrial,chicago,IL,Midwest,07/09/2022,C,No,Y
CUST0000213,Blue Properties 213,Residential,Seattle,WA,West,2020-10-16,B,N,N
CUST0000214,Blue Manufacturing 214,,Seattle,WA,West,2023-09-15,C,1,Y
CUST0000215,Urban Labs 215,Commercial,Phoenix,AZ,West,07/01/2024,A,No,True
CUST0000216,Metro Schools 216,Municipal,dallas,TX,South,2024/04/11,A,Yes,Y
CUST0000217,Sunrise Services 217,,Denver,CO,West,2023-04-13,D,Y,True
CUST0000218,Sunrise Retail 218,,Chicago,IL,Midwest,2025/05/04,a,N,True
CUST0000219,Ever Manufacturing 219,Residential,Atlanta,GA,South,03/21/2022,A,Y,Y
CUST0000220,Metro Services 220,Residential,Springfield,IL,Midwest,03/21/2025,C,No,N
CUST0000221,Ever Services 221,Commercial,Austin,TX,South,2020/07/15,C,Yes,Y
CUST0000222,North Retail 222,,Atlanta,GA,South,2021/12/05,A,Y,N
CUST0000223,North Schools 223,Commercial,Phoenix,AZ,West,2023-07-23,a,1,Y
CUST0000224,Urban Properties 224,Commercial,Phoenix,AZ,West,11/09/2019,C,Yes,Y
CUST0000225,North Schools 225,Residential,Atlanta,GA,South,2026/02/06,B,Yes,Y
CUST0000226,Urban Schools 226,Industrial,Dallas,TX,South,10/24/2024,a,No,Y
CUST0000227,Metro Retail 227,,Seattle,WA,West,2024/08/20,C,No,Y
CUST0000228,Urban Properties 228,Residential,Albany,NY,Northeast,2020-09-04,B,1,Y
CUST0000229,Ever Retail 229,Residential,Albany,NY,Northeast,2021-04-15,D,Y,Y
CUST0000230,Urban Labs 230,,Austin,TX,South,2021-01-11,A,1,Y
CUST0000231,Blue Retail 231,Commercial,Chicago,IL,Midwest,2025/06/29,a,Y,Y
CUST0000232,North Homes 232,,Denver,CO,West,11/17/2025,D,No,Y
CUST0000233,Metro Properties 233,Commercial,Phoenix,AZ,West,09/26/2024,C,No,Y
CUST0000234,Ever Schools 234,Commercial,Seattle,WA,West,2021-08-29,D,Yes,Y
CUST0000235,Blue Homes 235,Industrial,Springfield,IL,Midwest,04/21/2024,a,No,Y
CUST0000236,Green Services 236,Municipal,Seattle,WA,West,2020/03/08,B,Yes,Y
CUST0000237,Urban Homes 237,Industrial,Dallas,TX,South,2024/03/01,D,Yes,Y
CUST0000238,Ever Services 238,Municipal,Boston,MA,Northeast,2019/02/24,A,No,N
CUST0000239,Sunrise Properties 239,Commercial,Dallas,TX,South,2025/12/04,a,1,N
CUST0000240,Ever Retail 240,Municipal,Atlanta,GA,South,2021-05-03,B,Y,N
CUST0000241,Blue Schools 241,Residential,Seattle,WA,West,07/18/2018,B,1,Y
CUST0000242,Urban Schools 242,,Albany,NY,Northeast,2020/11/01,C,1,N
CUST0000243,North Homes 243,Industrial,Springfield,IL,Midwest,2023/05/24,D,Y,N
CUST0000244,Urban Services 244,Commercial,Chicago,IL,Midwest,09/16/2018,B,N,Y
CUST0000245,Metro Labs 245,,Dallas,TX,South,2023-03-03,C,0,Y
CUST0000246,Blue Services 246,,Springfield,IL,Midwest,05/11/2024,A,N,Y
CUST0000247,Sunrise Homes 247,Commercial,Seattle,WA,West,2019/12/10,A,1,Y
CUST0000248,Urban Retail 248,,Austin,TX,South,12/17/2018,C,Y,Y
CUST0000249,Urban Properties 249,Commercial,Austin,TX,South,2018-04-13,C,0,Y
CUST0000250,Metro Labs 250,Residential,Dallas,TX,South,2023-11-11,B,1,Y
CUST0000251,Ever Properties 251,Municipal,Boston,MA,Northeast,10/13/2021,C,1,Y
CUST0000252,Sunrise Properties 252,Municipal,Springfield,IL,Midwest,2022/02/19,a,1,Y
CUST0000253,Sunrise Manufacturing 253,Residential,Seattle,WA,West,2022-11-20,C,0,Y
CUST0000254,Green Services 254,Municipal,Boston,MA,Northeast,2022/05/11,D,N,Y
CUST0000255,Metro Foods 255,Industrial,Seattle,WA,West,2023-03-12,a,Yes,N
CUST0000256,Prime Properties 256,Municipal,Denver,CO,West,2018/04/23,B,1,Y
CUST0000257,Urban Manufacturing 257,Commercial,Denver,CO,West,2020-10-05,C,0,Y
CUST0000258,Prime Foods 258,,Albany,NY,Northeast,2025-06-09,C,1,Y
CUST0000259,North Retail 259,,Dallas,TX,South,2023/11/22,a,Y,Y
CUST0000260,Ever Properties 260,Industrial,Phoenix,AZ,West,2021/04/03,A,1,True
CUST0000261,Sunrise Foods 261,Municipal,Phoenix,AZ,West,2022/07/06,B,1,Y
CUST0000262,North Foods 262,Industrial,Phoenix,AZ,West,04/15/2023,D,No,N
CUST0000263,North Labs 263,Municipal,Austin,TX,South,2020-11-25,a,0,Y
CUST0000264,Metro Labs 264,Residential,Seattle,WA,West,2018/05/16,B,No,Y
CUST0000265,Metro Foods 265,Municipal,Springfield,IL,Midwest,04/21/2022,D,No,Y
CUST0000266,Ever Properties 266,,Albany,NY,Northeast,2025-12-12,A,No,Y
CUST0000267,Ever Manufacturing 267,Residential,Phoenix,AZ,West,07/16/2023,C,Yes,N
CUST0000268,Urban Manufacturing 268,Commercial,Denver,CO,West,2018-04-18,A,No,Y
CUST0000269,Green Manufacturing 269,,Austin,TX,South,2024/05/14,D,Yes,True
CUST0000270,Blue Foods 270,Residential,Atlanta,GA,South,2021-12-19,B,Y,N
CUST0000271,North Foods 271,Municipal,Dallas,TX,South,2023/06/25,D,1,N
CUST0000272,Sunrise Homes 272,Municipal,Chicago,IL,Midwest,2022-06-02,A,Yes,N
CUST0000273,Green Manufacturing 273,Industrial,Phoenix,AZ,West,2023-10-14,A,Yes,Y
CUST0000274,Green Schools 274,,Atlanta,GA,South,02/25/2026,D,N,True
CUST0000275,Ever Foods 275,Municipal,Atlanta,GA,South,2022/03/30,C,Yes,Y
CUST0000276,Blue Properties 276,,Seattle,WA,West,2019-02-20,a,0,True
CUST0000277,North Retail 277,Residential,Boston,MA,Northeast,2022/02/21,D,0,N
CUST0000278,Metro Manufacturing 278,Industrial,Albany,NY,Northeast,12/03/2022,D,N,Y
CUST0000279,North Homes 279,Residential,Seattle,WA,West,2021/12/22,B,No,N
CUST0000280,North Labs 280,Residential,Springfield,IL,Midwest,01/22/2024,A,No,Y
CUST0000281,North Properties 281,Residential,Austin,TX,South,2026/01/27,B,N,N
CUST0000282,Prime Homes 282,Residential,Seattle,WA,West,05/15/2021,C,Yes,True
CUST0000283,Prime Schools 283,Commercial,Albany,NY,Northeast,2019-04-22,A,1,True
CUST0000284,Green Properties 284,Residential,Springfield,IL,Midwest,01/04/2019,A,No,True
CUST0000285,Blue Homes 285,,Atlanta,GA,South,2020-07-20,A,Yes,True
CUST0000286,Prime Manufacturing 286,Industrial,Boston,MA,Northeast,2021/07/25,C,No,True
CUST0000287,Blue Foods 287,Residential,Chicago,IL,Midwest,2022/09/21,B,1,True
CUST0000288,Metro Retail 288,Industrial,Boston,MA,Northeast,2021-04-12,D,0,Y
CUST0000289,Sunrise Manufacturing 289,Residential,Chicago,IL,Midwest,2023-03-01,B,No,True
CUST0000290,Blue Homes 290,Commercial,Denver,CO,West,01/01/2025,D,No,Y
CUST0000291,Ever Services 291,Municipal,Boston,MA,Northeast,2023/03/09,C,No,Y
CUST0000292,Prime Properties 292,Industrial,Dallas,TX,South,2023/08/09,a,1,True
CUST0000293,Prime Homes 293,Industrial,Albany,NY,Northeast,12/11/2021,a,Y,Y
CUST0000294,Prime Properties 294,Residential,Denver,CO,West,2018-05-10,B,N,Y
CUST0000295,North Labs 295,Commercial,Chicago,IL,Midwest,08/08/2018,A,N,Y
CUST0000296,Green Manufacturing 296,Residential,Dallas,TX,South,2020-10-03,A,0,Y
CUST0000297,Green Services 297,Industrial,Atlanta,GA,South,2019/03/13,a,N,Y
CUST0000298,North Homes 298,Municipal,Seattle,WA,West,2023-05-27,C,0,Y
CUST0000299,Prime Manufacturing 299,Commercial,Dallas,TX,South,2020/03/22,a,N,True
CUST0000300,Blue Foods 300,Industrial,Albany,NY,Northeast,02/19/2026,D,No,True
CUST0000301,Urban Properties 301,Industrial,Chicago,IL,Midwest,12/15/2020,A,N,N
CUST0000302,Sunrise Manufacturing 302,,Denver,CO,West,04/19/2024,a,1,Y
CUST0000303,Prime Properties 303,,Boston,MA,Northeast,03/25/2021,A,Y,Y
CUST0000304,Prime Retail 304,Industrial,Albany,NY,Northeast,2025/07/06,B,Yes,Y
CUST0000305,Sunrise Manufacturing 305,Industrial,Dallas,TX,South,2018-11-16,D,Yes,Y
CUST0000306,Prime Manufacturing 306,Municipal,Chicago,IL,Midwest,04/30/2022,C,Yes,Y
CUST0000307,Metro Schools 307,Residential,Chicago,IL,Midwest,2021-01-18,C,N,N
